"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","424","3.812","81.6","11.3","4.0",".","0.7","0.5","0.5","1.2","",".",".",".","",".","0.2",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","122","3.759","79.5","10.7","8.2",".","0.8","0.8",".",".","",".",".",".","",".",".",".",".","."
"Sophomore","","140","3.800","84.3","11.4","1.4",".","1.4",".","1.4",".","",".",".",".","",".",".",".",".","."
"Junior","","74","3.864","81.1","17.6","1.4",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"Senior","","75","3.815","84.0","6.7","5.3",".",".","1.3",".","1.3","",".",".",".","",".","1.3",".",".","."
"Undergraduates","","411","3.807","82.2","11.4","4.1",".","0.7","0.5","0.5","0.2","",".",".",".","",".","0.2",".",".","."
"Special","","17","3.950","70.6","5.9",".",".",".",".",".","23.5","",".",".",".","",".",".",".",".","."
"Graduate","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"","College Total","429","3.812","81.8","11.2","4.0",".","0.7","0.5","0.5","1.2","",".",".",".","",".","0.2",".",".","."
