"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","365","2.818","24.1","10.1","27.9","6.0","21.9","7.1","2.7",".",".",".",".",".",".",".",".","."
"","103
002","360","2.960","23.1","12.2","31.1","10.8","18.6","3.3","0.8",".",".",".",".",".",".",".",".","."
"","003
103","339","2.871","25.1","13.0","25.1","11.5","14.7","7.1","3.2",".",".",".",".",".",".",".",".","0.3"
"","103
004","328","2.777","20.4","10.7","29.6","8.8","19.8","8.2","2.4",".",".",".",".",".",".",".",".","."
"","005
103","340","2.875","24.7","14.7","23.2","12.1","15.3","6.8","3.2",".",".",".",".",".",".",".",".","."
"","103
006","113","2.996","28.3","15.0","26.5","7.1","15.0","6.2","1.8",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","1845","2.870","23.8","12.3","27.4","9.6","17.9","6.4","2.4",".",".",".",".",".",".",".",".","0.1"
"General Chemistry","104
001","341","2.671","22.0","4.7","33.1","3.5","22.0","9.7","4.7",".",".",".",".",".",".",".",".","0.3"
"General Chemistry","108
001","195","2.959","27.2","12.8","30.3","7.7","13.3","4.1","4.1","0.5",".",".",".",".",".",".",".","."
"","109
001","299","3.196","31.1","13.0","27.4","23.4","4.0","0.7","0.3",".",".",".",".",".",".",".",".","."
"","109
002","268","3.269","35.8","14.6","22.8","22.0","4.5","0.4",".",".",".",".",".",".",".",".",".","."
"","109
003","91","3.313","39.6","18.7","23.1","11.0","5.5",".","2.2",".",".",".",".",".",".",".",".","."
"Advanced General Chemistry","Course Total","658","3.242","34.2","14.4","24.9","21.1","4.4","0.5","0.5",".",".",".",".",".",".",".",".","."
"Chemical Principles I","115
001","29","3.638","51.7","24.1","24.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
028","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
080","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","327
001","85","3.118","29.4","22.4","16.5","10.6","18.8","2.4",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","329
001","75","3.020","30.7","20.0","22.7","10.7","4.0","6.7","5.3",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","341
001","129","2.811","14.7","13.2","29.5","22.5","12.4","2.3","3.9","1.6",".",".",".",".",".",".",".","."
"","342
001","13","3.300","23.1","15.4","23.1","15.4",".",".",".","23.1",".",".",".",".",".",".",".","."
"","342
002","16","3.308","25.0","31.3","12.5","6.3",".","6.3",".","18.8",".",".",".",".",".",".",".","."
"","342
003","17","3.206","17.6","23.5","41.2","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"Organic Chemistry Lab","Course Total","46","3.263","21.7","23.9","26.1","13.0",".","2.2",".","13.0",".",".",".",".",".",".",".","."
"","343
001","314","2.756","20.4","7.6","33.4","8.0","19.1","8.0","3.2","0.3",".",".",".",".",".",".",".","."
"","002
343","242","2.751","24.0","5.8","26.9","5.0","29.3","6.2","2.5","0.4",".",".",".",".",".",".",".","."
"","343
003","170","2.674","18.8","15.3","15.9","13.5","23.5","10.0","2.9",".",".",".",".",".",".",".",".","."
"","343
004","48","3.542","41.7","31.3","20.8","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","343
005","219","2.709","18.7","4.6","36.1","4.1","27.4","5.5","3.2",".",".",".",".",".","0.5",".",".","."
"Intro Organic Chemistry","Course Total","993","2.768","21.7","9.0","28.8","7.3","23.3","6.9","2.8","0.2",".",".",".",".","0.1",".",".","."
"","344
001","15","3.333","20.0","33.3","40.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
002","18","3.306","27.8","22.2","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
003","16","3.281","25.0","31.3","25.0","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
004","15","3.167","20.0","13.3","46.7","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","344
005","13","3.269","30.8","15.4","38.5","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","344
006","18","3.333","22.2","44.4","16.7","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
007","16","3.250","31.3","12.5","37.5","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
010","16","3.344","25.0","37.5","18.8","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
011","17","3.382","23.5","41.2","23.5","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
012","16","3.469","37.5","31.3","18.8","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","344
013","18","3.139","16.7","27.8","38.9","11.1",".","5.6",".",".",".",".",".",".",".",".",".","."
"","344
014","15","3.133","26.7","13.3","26.7","26.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
015","16","3.313","18.8","37.5","37.5",".","6.3",".",".",".",".",".",".",".",".",".",".","."
