"TERM : 1102","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 2009-2010","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","",""
"SCIENCE & TECHNOLOGY STUD Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","",""
"Sci, Technol & Med in Society","901
001
8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"Current Topics-Sci & Tech St","902
001
7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".   
.   
."
"STS
875","15
Dept. Total","4.000","53.3",".",".",".",".",".",".",".",".","46.7",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","",""
"Graduate","15","4.000","53.3",".",".",".",".",".",".",".",".","46.7",".",".","",".  
.  
.  
."
"","Dept. Total
15","4.000","53.3",".",".",".",".",".",".",".",".","46.7",".",".","",".  
.  
.  
."
"November 12, 2010","","","","","","","","","","","","","","","","Page 295 of 410"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
