"Research and Thesis","Course Total","5","***","","","","","","","","","","","","","","","","","","",""
"","999
003","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
008","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Work","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"COMP LIT
260","Dept. Total","450","3.419","30.2","36.2","18.0","8.4","2.0","0.4","0.4","1.6","",".","2.2","",".","0.4","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","49","3.418","24.5","49.0","14.3","10.2","2.0",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","120","3.279","15.0","49.2","21.7","8.3","5.0",".","0.8",".","",".",".","",".",".","",".",".",".","."
"Junior","","116","3.371","27.6","36.2","24.1","10.3",".","0.9","0.9",".","",".",".","",".",".","",".",".",".","."
"Senior","","100","3.404","32.0","33.0","18.0","11.0","2.0","1.0",".","3.0","",".",".","",".",".","",".",".",".","."
"Undergraduates","","385","3.357","24.4","41.0","20.5","9.9","2.3","0.5","0.5","0.8","",".",".","",".",".","",".",".",".","."
"Special","","7","3.750","42.9","42.9",".",".",".",".",".","14.3","",".",".","",".",".","",".",".",".","."
"Graduate","","58","3.930","67.2","3.4","3.4",".",".",".",".","5.2","",".","17.2","",".","3.4","",".",".",".","."
"","Dept. Total","450","3.419","30.2","36.2","18.0","8.4","2.0","0.4","0.4","1.6","",".","2.2","",".","0.4","",".",".",".","."
