"","990
039","2","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
079","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"PhD Thesis-Risk&Insurance","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"Read&Rsch-Risk Mgt&Ins Phd","999
017","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"R M I
241","Dept. Total","410","3.108","30.0","15.4","28.3","10.7","10.7","3.2","0.2","1.2","0.2",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","2.000",".",".",".",".","100.0",".",".",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","32","2.844","18.8","18.8","28.1","6.3","18.8","6.3","3.1",".",".",".","",".","",".","",".",".",".","."
"Junior","","130","2.933","22.3","11.5","30.0","15.4","14.6","5.4",".",".","0.8",".","",".","",".","",".",".",".","."
"Senior","","167","3.148","29.3","16.2","31.1","13.2","8.4","1.8",".",".",".",".","",".","",".","",".",".",".","."
"Undergraduates","","330","3.028","25.5","14.5","30.3","13.3","12.1","3.6","0.3",".","0.3",".","",".","",".","",".",".",".","."
"Special","","14","2.885","21.4","21.4","14.3",".","28.6","7.1",".","7.1",".",".","",".","",".","",".",".",".","."
"Graduate","","66","3.630","54.5","18.2","21.2",".",".",".",".","6.1",".",".","",".","",".","",".",".",".","."
"","Dept. Total","410","3.108","30.0","15.4","28.3","10.7","10.7","3.2","0.2","1.2","0.2",".","",".","",".","",".",".",".","."
