"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","12072","3.285","36.7","18.8","18.2","7.7","6.4","1.7","0.9","6.7","0.1","0.7",".","1.8","0.1","0.0","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","803","3.525","50.2","22.3","16.8","5.6","3.5","1.1","0.4","0.1",".",".",".",".",".",".",".","."
"Sophomore","","1085","3.104","35.1","17.2","20.1","12.7","8.5","2.3","1.0","2.6",".","0.1",".",".",".","0.1",".","0.3"
"Junior","","2284","3.059","30.5","19.8","23.3","9.2","10.4","2.8","2.0","0.9",".","0.7",".",".","0.1","0.1","0.0","0.1"
"Senior","","4681","3.219","36.3","21.0","20.8","9.4","8.0","2.2","1.0","0.3","0.0","0.7",".",".","0.0","0.1","0.0","0.0"
"Undergraduates","","8853","3.190","35.9","20.3","21.0","9.4","8.3","2.3","1.2","0.7","0.0","0.6",".",".","0.0","0.1","0.0","0.1"
"Special","","152","3.327","40.8","13.2","18.4","7.9","3.9","2.6","1.3","5.9",".","2.0",".",".","2.0","0.7","1.3","."
"Graduate","","3359","3.639","39.3","13.3","9.2","2.4","1.0","0.1","0.1","22.1","0.2","5.4","0.0","6.4","0.3",".","0.1","0.0"
"Prof Yr 3","","7","4.000","42.9",".",".",".",".",".",".","28.6",".","14.3",".","14.3",".",".",".","."
"Prof Yr 4","","6","3.875","50.0","16.7",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Professionals","","13","3.921","46.2","7.7",".",".",".",".",".","30.8",".","7.7",".","7.7",".",".",".","."
"","College Total","12377","3.285","36.9","18.3","17.8","7.5","6.2","1.7","0.9","6.6","0.1","1.9","0.0","1.7","0.1","0.1","0.1","0.1"
