"FRENCH (FRENCH AND ITALIAN) Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","",""
"","101
001","23","3.636","56.5","26.1","8.7",".",".","4.3",".",".",".",".",".",".",".",".",".","4.3"
"","101
002","19","3.278","36.8","21.1","21.1",".","10.5","5.3",".","5.3",".",".",".",".",".",".",".","."
"","003
101","16","3.469","56.3","25.0","6.3","6.3",".",".","6.3",".",".",".",".",".",".",".",".","."
"","101
004","16","3.719","62.5","31.3",".",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","101
006","22","3.455","36.4","36.4","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","101
007","17","3.618","52.9","29.4","11.8",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","101
008","22","3.386","40.9","13.6","31.8","9.1","4.5",".",".",".",".",".",".",".",".",".",".","."
"","101
009","22","3.568","45.5","31.8","13.6","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","101
011","19","3.684","52.6","31.6","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
012","17","3.192","35.3","17.6","5.9",".","11.8",".","5.9","11.8",".",".",".",".",".",".","11.8","."
"First Semester French","Course Total","193","3.508","47.2","26.4","14.0","2.6","4.7","1.0","1.0","1.6",".",".",".",".",".",".","1.0","0.5"
"","102
001","11","3.500","36.4","27.3","9.1",".","9.1",".",".",".",".",".",".",".","18.2",".",".","."
"","102
002","18","3.333","33.3","44.4","11.1",".","5.6",".","5.6",".",".",".",".",".",".",".",".","."
"","102
003","19","3.421","31.6","31.6","26.3","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","18","3.222","5.6","61.1","22.2","5.6",".","5.6",".",".",".",".",".",".",".",".",".","."
"","102
006","10","3.450","20.0","50.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
007","11","3.364","27.3","36.4","18.2","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"","102
008","21","3.278","14.3","28.6","38.1",".","4.8",".",".","14.3",".",".",".",".",".",".",".","."
"Second Semester French","Course Total","108","3.350","23.1","39.8","23.1","4.6","2.8","0.9","0.9","2.8",".",".",".",".","1.9",".",".","."
"","203
001","22","3.000","4.5","36.4","40.9","9.1","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"","203
002","12","3.455","33.3","25.0","25.0","8.3",".",".",".","8.3",".",".",".",".",".",".",".","."
"","203
003","19","3.000","10.5","26.3","36.8","15.8","5.3","5.3",".",".",".",".",".",".",".",".",".","."
"","203
004","20","2.725","5.0","35.0","20.0","10.0","15.0","15.0",".",".",".",".",".",".",".",".",".","."
"","203
006","24","3.065","12.5","37.5","12.5","16.7","16.7",".",".","4.2",".",".",".",".",".",".",".","."
"","203
008","16","3.281","12.5","37.5","43.8","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","203
009","21","3.286","19.0","33.3","33.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","203
010","19","3.289","31.6","31.6","10.5","15.8","10.5",".",".",".",".",".",".",".",".",".",".","."
"Third Semester French","Course Total","153","3.113","15.0","33.3","27.5","12.4","7.2","2.6","0.7","1.3",".",".",".",".",".",".",".","."
"","204
001","10","3.450","30.0","40.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","204
002","24","3.604","33.3","54.2","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
003","19","3.421","21.1","42.1","36.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
004","18","3.611","33.3","55.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
005","20","3.175","10.0","45.0","25.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","204
007","21","3.024",".","47.6","19.0","23.8","9.5",".",".",".",".",".",".",".",".",".",".","."
"","204
008","18","3.306","11.1","44.4","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","204
009","14","3.321","21.4","28.6","42.9","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester French","Course Total","144","3.361","19.4","45.8","25.0","6.9","2.8",".",".",".",".",".",".",".",".",".",".","."
"French Interdis Studies","211
001","19","3.222","5.3","36.8","47.4","5.3",".",".",".",".",".",".",".",".",".",".",".","5.3"
"","227
001","16","3.563","25.0","62.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","227
002","23","3.478","17.4","60.9","21.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","227
003","19","3.316","10.5","52.6","31.6",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","227
005","18","3.333","16.7","44.4","27.8","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","227
006","22","3.545","40.9","31.8","22.7","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"Exploring French:Intermed Crse","Course Total","98","3.449","22.4","50.0","23.5","3.1","1.0",".",".",".",".",".",".",".",".",".",".","."
"","228
001","16","3.886","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","Page 211 of 410",""
