"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","2383","3.438","35.0","13.0","15.9","2.3","2.3","0.6","0.1","30.5","",".",".",".","0.2","0.1",".","0.0","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","17","3.789","82.4","11.8","5.9",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","19","3.333","52.6","5.3","31.6","5.3","5.3",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","46","3.662","71.7","6.5","15.2",".","4.3",".",".",".","",".",".",".",".",".",".",".","2.2"
"Senior","","51","3.720","82.4","2.0","11.8",".","2.0",".","2.0",".","",".",".",".",".",".",".",".","."
"Undergraduates","","133","3.650","74.4","5.3","15.0","0.8","3.0",".","0.8",".","",".",".",".",".",".",".",".","0.8"
"Special","","17","3.813","29.4",".","5.9",".",".",".",".","58.8","",".",".",".",".",".",".","5.9","."
"Graduate","","104","3.942","50.0",".","2.9",".",".",".",".","41.3","",".",".",".","4.8","1.0",".",".","."
"Prof Yr 1","","436","3.232","37.4","16.7","24.5","5.7","6.0","2.5","0.2","6.9","",".",".",".",".",".",".",".","."
"Prof Yr 2","","571","3.516","31.3","25.2","23.1","3.2","1.4",".",".","15.8","",".",".",".",".",".",".",".","."
"Prof Yr 3","","603","3.320","17.4","14.1","19.1","1.7","2.7",".",".","44.8","",".",".",".",".","0.3",".",".","."
"Prof Yr 4","","679","3.958","34.2",".",".",".",".","0.4",".","65.4","",".",".",".",".",".",".",".","."
"Professionals","","2289","3.411","29.7","13.2","15.5","2.3","2.2","0.6","0.0","36.4","",".",".",".",".","0.1",".",".","."
"","College Total","2543","3.438","32.8","12.2","14.9","2.1","2.1","0.6","0.1","34.9","",".",".",".","0.2","0.1",".","0.0","0.0"
