"","990
031","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
032","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
035","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research","Course Total","25","",".",".",".",".",".",".",".","96.0","",".",".",".","4.0",".",".",".","."
"FRENCH
400","Dept. Total","1398","3.474","39.4","33.0","16.2","4.1","2.6","0.9","0.4","2.7","",".",".",".","0.1","0.1","0.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","329","3.372","26.1","38.9","24.9","5.5","3.0","0.6","0.3",".","",".",".",".",".","0.3",".",".","0.3"
"Sophomore","","272","3.453","33.8","37.5","21.0","4.0","1.5","1.1","0.4","0.4","",".",".",".",".",".",".",".","0.4"
"Junior","","297","3.452","39.1","38.4","12.8","4.7","4.0","0.7","0.3",".","",".",".",".",".",".",".",".","."
"Senior","","306","3.538","51.3","25.8","11.1","3.9","3.3","1.6","0.3","2.0","",".",".",".",".",".","0.3","0.3","."
"Undergraduates","","1204","3.448","37.5","35.1","17.5","4.6","3.0","1.0","0.3","0.6","",".",".",".",".","0.1","0.1","0.1","0.2"
"Special","","26","3.401","42.3","30.8","15.4","7.7",".",".","3.8",".","",".",".",".",".",".",".",".","."
"Graduate","","162","3.761","52.5","19.1","7.4","0.6","0.6",".",".","18.5","",".",".",".","0.6","0.6",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","3","4.000","66.7",".",".",".",".",".",".",".","",".",".",".",".",".",".","33.3","."
"Prof Yr 4","","2","4.000","50.0",".",".",".",".",".",".","50.0","",".",".",".",".",".",".",".","."
"Professionals","","6","4.000","66.7",".",".",".",".",".",".","16.7","",".",".",".",".",".",".","16.7","."
"","Dept. Total","1398","3.474","39.4","33.0","16.2","4.1","2.6","0.9","0.4","2.7","",".",".",".","0.1","0.1","0.1","0.1","0.1"
