"","990
010","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
013","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
014","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","8","",".",".",".",".",".",".",".","62.5",".",".",".","37.5","",".",".",".","."
"M S & E
636","Dept. Total","527","3.493","41.6","19.7","14.6","3.6","2.3","0.6","0.6","9.5","0.4","3.6",".","3.6","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","28","3.946","89.3","10.7",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","73","3.291","38.4","17.8","28.8","6.8","6.8","1.4",".",".",".",".",".",".","",".",".",".","."
"Junior","","110","3.415","41.8","27.3","22.7","3.6","0.9","1.8","1.8",".",".",".",".",".","",".",".",".","."
"Senior","","148","3.491","42.6","31.1","16.9","4.7","3.4",".","0.7",".","0.7",".",".",".","",".",".",".","."
"Undergraduates","","359","3.438","45.1","25.6","19.8","4.5","3.1","0.8","0.8",".","0.3",".",".",".","",".",".",".","."
"Special","","6","3.625","66.7",".","33.3",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Graduate","","162","3.745","32.7","7.4","2.5","1.9","0.6",".",".","30.9","0.6","11.7",".","11.7","",".",".",".","."
"","Dept. Total","527","3.493","41.6","19.7","14.6","3.6","2.3","0.6","0.6","9.5","0.4","3.6",".","3.6","",".",".",".","."
