"","990
021","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
025","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
035","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","17","",".",".",".",".",".",".",".","82.4","",".",".",".","17.6",".",".",".","."
"ART HIST
180","Dept. Total","976","3.284","30.6","25.0","18.0","8.2","5.4","1.0","1.3","7.5","",".","0.1",".","0.4","0.1","0.4","1.7","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","72","3.159","27.8","15.3","34.7","8.3","11.1","1.4",".","1.4","",".",".",".",".",".",".",".","."
"Sophomore","","174","3.132","21.8","31.0","24.7","12.1","6.9",".","2.9",".","",".",".",".",".",".",".",".","0.6"
"Junior","","202","3.202","29.7","25.7","20.8","10.9","7.4","2.0","1.5","2.0","",".",".",".",".",".",".",".","."
"Senior","","367","3.329","32.7","30.2","17.2","7.6","4.9","1.4","1.4","3.5","",".","0.3",".","0.3","0.3","0.3",".","."
"Undergraduates","","815","3.235","29.2","28.0","21.2","9.4","6.5","1.2","1.6","2.2","",".","0.1",".","0.1","0.1","0.1",".","0.1"
"Special","","64","3.286","3.1",".","1.6","1.6",".",".",".","62.5","",".",".",".",".",".","4.7","26.6","."
"Graduate","","97","3.836","60.8","16.5","2.1","2.1",".",".",".","15.5","",".",".",".","3.1",".",".",".","."
"","Dept. Total","976","3.284","30.6","25.0","18.0","8.2","5.4","1.0","1.3","7.5","",".","0.1",".","0.4","0.1","0.4","1.7","0.1"
