"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Utilty Appl-Powr Electroncs","Course Total","","20","3.900","95.0",".",".",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"717
Linear Systems","001","","27","3.481","48.1","7.4","37.0","7.4",".",".",".",".",".",".",".",".",".",".",".","."
"725
Plasma Kinetic&Radiatn Proc","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"735
Signl Synthesis&Recvry Tech","001","","15","3.357","13.3","60.0","6.7","6.7","6.7",".",".","6.7",".",".",".",".",".",".",".","."
"740
Electromagnetic Theory","001","","28","3.929","92.9","3.6",".","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"746
Quantum Electronics","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"748
Linear Waves","001","","21","4.000","90.5",".",".",".",".",".",".","4.8",".",".",".",".","4.8",".",".","."
"752
Adv Computer Architecture I","001","","10","3.450","30.0","40.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"755
VLSI Systems Design","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"756
Computer-Aided Desgn-VLSI","001","","9","3.611","33.3","55.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","018","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","025","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","035","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","036","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","045","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","052","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","061","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","Course Total","","60","",".",".",".",".",".",".",".","75.0","1.7",".",".","23.3",".",".",".","."
"830
Estimation&Decision Theory","001","","17","3.600","35.3","35.3","17.6",".",".",".",".","11.8",".",".",".",".",".",".",".","."
"890","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","006","","7","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
