"Lit Search Strategies&Analysis","739
001","5","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Biochm Genetics for Counselors","744
001","5","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Pract-Genetic Counselng","813
005","5","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","990
049","5","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MD GENET
616","Dept. Total","252","3.843","23.4","5.6","1.6","0.8","",".","",".","",".","68.7","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"616
MD GENET","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","5","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","28","3.850","89.3",".","3.6","7.1","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","33","3.874","90.9",".","3.0","6.1","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","1","3.000",".",".","100.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","51","3.839","56.9","27.5","3.9",".","",".","",".","",".","11.8","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","166","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","167","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","252","3.843","23.4","5.6","1.6","0.8","",".","",".","",".","68.7","",".",".","",".","",".","",".",".",".","."
