"Smr-Urban Land Econ PhD","978
001","5","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
142","2","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
151","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"PhD Thesis-Real Estate","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"REAL EST
239","Dept. Total","473","3.403","38.5","26.0","22.0","7.2","5.1","0.4","",".","0.6","",".",".","",".","0.2","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"239
REAL EST","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","8","3.000","12.5","37.5","12.5","12.5","25.0",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","90","3.294","30.0","24.4","27.8","12.2","4.4","1.1","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","254","3.342","30.3","29.9","24.8","7.5","6.7","0.4","",".","0.4","",".",".","",".",".","",".",".",".","."
"Undergraduates","","352","3.322","29.8","28.7","25.3","8.8","6.5","0.6","",".","0.3","",".",".","",".",".","",".",".",".","."
"Special","","3","3.667","33.3","66.7",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","118","3.683","64.4","16.9","12.7","2.5","0.8",".","",".","1.7","",".",".","",".","0.8","",".",".",".","."
"","Dept. Total","473","3.403","38.5","26.0","22.0","7.2","5.1","0.4","",".","0.6","",".",".","",".","0.2","",".",".",".","."
