"ZOOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"","101
001","307","2.352","10.1","9.4","22.5","9.8","27.7","13.0","6.8",".",".",".",".",".",".","0.3",".","0.3"
"","101
002","287","2.463","12.9","9.1","23.0","11.1","26.8","10.8","5.6","0.3",".",".",".",".",".","0.3",".","."
"Animal Biology","Course Total","594","2.406","11.4","9.3","22.7","10.4","27.3","12.0","6.2","0.2",".",".",".",".",".","0.3",".","0.2"
"","102
001","20","3.150","35.0","20.0","20.0","10.0","10.0",".","5.0",".",".",".",".",".",".",".",".","."
"","102
002","25","3.420","36.0","32.0","16.0","12.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","102
003","19","2.947","21.1","21.1","21.1","21.1","10.5",".","5.3",".",".",".",".",".",".",".",".","."
"","102
004","22","3.545","50.0","18.2","22.7","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","102
005","19","3.368","26.3","31.6","31.6","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","102
006","19","3.342","31.6","15.8","47.4",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","102
007","20","3.400","30.0","25.0","40.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","102
008","21","3.071","19.0","23.8","33.3","9.5","9.5","4.8",".",".",".",".",".",".",".",".",".","."
"","102
009","19","3.105","15.8","52.6","21.1",".",".",".","10.5",".",".",".",".",".",".",".",".","."
"","102
010","20","3.400","25.0","45.0","20.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","102
011","16","3.625","56.3","25.0","12.5",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","102
012","16","3.594","43.8","31.3","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
013","23","3.652","56.5","21.7","17.4","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","102
014","19","3.289","21.1","47.4","26.3",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","102
015","18","3.417","27.8","33.3","33.3","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","102
017","21","3.476","42.9","23.8","23.8","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","102
018","19","3.237","26.3","21.1","36.8","5.3","10.5",".",".",".",".",".",".",".",".",".",".","."
"","102
019","20","3.450","45.0","30.0","15.0",".","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"","102
021","18","3.444","44.4","33.3","16.7",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"Animal Biology Laboratory","Course Total","374","3.365","34.5","28.9","25.1","5.6","3.7","0.5","1.6",".",".",".",".",".",".",".",".","."
"","151
001","118","2.763","18.6","8.5","42.4","6.8","11.9","4.2","7.6",".",".",".",".",".",".",".",".","."
"","151
002","120","3.017","24.2","14.2","36.7","5.8","14.2",".","4.2","0.8",".",".",".",".",".",".",".","."
"","151
003","83","2.687","10.8","6.0","43.4","10.8","21.7","3.6","3.6",".",".",".",".",".",".",".",".","."
"Introductory Biology","Course Total","321","2.838","18.7","10.0","40.5","7.5","15.3","2.5","5.3","0.3",".",".",".",".",".",".",".","."
"Introductory Biology","152
001","107","3.164","28.0","12.1","41.1","7.5","9.3","0.9","0.9",".",".",".",".",".",".",".",".","."
"","153
001","23","2.913","34.8","4.3","30.4","4.3","13.0","8.7","4.3",".",".",".",".",".",".",".",".","."
"","002
153","30","2.867","30.0","6.7","30.0","6.7","13.3","10.0","3.3",".",".",".",".",".",".",".",".","."
"","153
003","32","2.469","6.3","9.4","37.5","3.1","25.0","18.8",".",".",".",".",".",".",".",".",".","."
"Introductory Biology","Course Total","85","2.729","22.4","7.1","32.9","4.7","17.6","12.9","2.4",".",".",".",".",".",".",".",".","."
"Heredity","160
001","11","3.045","27.3","9.1","45.5",".","9.1","9.1",".",".",".",".",".",".",".",".",".","."
"Introductory Ecology","260
001","77","2.908","13.0","15.6","39.0","7.8","20.8","2.6",".","1.3",".",".",".",".",".",".",".","."
"Introduction to Entomology","302
001","25","3.220","44.0","12.0","12.0","16.0","12.0","4.0",".",".",".",".",".",".",".",".",".","."
"Limnology-Aquatic Resources","315
001","130","2.662","16.9","2.3","41.5","2.3","27.7","4.6","4.6",".",".",".",".",".",".",".",".","."
"","316
001","22","3.841","72.7","22.7","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","316
002","21","3.738","57.1","33.3","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","316
003","22","3.500","22.7","63.6","9.1",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"Lab:Conservatn-Aquatic Rsrc","Course Total","65","3.692","50.8","40.0","7.7",".","1.5",".",".",".",".",".",".",".",".",".",".","."
"Extinction of Species","360
001","203","3.335","37.9","12.3","39.4","3.4","5.4","1.0","0.5",".",".",".",".",".",".",".",".","."
"Honors Proseminar","380
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","400
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","400
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
