"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","10166","3.243","37.6","15.7","18.2","7.1","8.4","1.8","0.8","6.7","0.0","2.0",".","1.3","0.1","0.2","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","981","2.998","29.9","15.0","21.9","11.0","13.8","1.9","1.6","0.1",".","4.7",".",".",".",".",".","0.1"
"Sophomore","","1078","3.132","32.7","17.1","22.7","9.2","10.7","2.2","1.4",".",".","3.7",".",".","0.1",".",".","0.3"
"Junior","","2118","3.107","34.1","16.3","21.7","9.7","12.4","2.9","1.0","0.0",".","1.6",".",".","0.1","0.1","0.0","."
"Senior","","3582","3.284","41.7","17.4","20.0","7.5","8.5","1.9","0.8","0.3",".","1.7",".","0.0","0.1","0.1","0.1","."
"Undergraduates","","7759","3.179","36.9","16.8","21.1","8.8","10.6","2.2","1.1","0.1",".","2.3",".","0.0","0.1","0.1","0.0","0.1"
"Special","","208","3.454","45.2","10.6","8.7","5.8","3.8","1.4","0.5","12.0",".","2.9",".",".","1.0","5.3","2.9","."
"Graduate","","2212","3.635","39.8","12.0","8.9","1.5","1.1","0.2","0.0","28.9","0.2","0.9",".","6.0","0.1",".","0.4","."
"Prof Yr 3","","12","3.893","33.3","8.3",".",".",".",".",".","33.3",".",".",".","16.7","8.3",".",".","."
"Prof Yr 4","","10","3.850","50.0","10.0",".",".",".",".",".","40.0",".",".",".",".",".",".",".","."
"Professionals","","22","3.875","40.9","9.1",".",".",".",".",".","36.4",".",".",".","9.1","4.5",".",".","."
"","College Total","10201","3.243","37.7","15.6","18.1","7.1","8.3","1.8","0.8","6.7","0.0","2.0",".","1.3","0.1","0.2","0.2","0.0"
