"","990
007","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
029","","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
057","","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research and Thesis","Course Total","","5","***","","","","","","","","","","","","","","","","","","","","","",""
"G L E
418","Dept. Total","","58","3.363","25.9","12.1","20.7","5.2","1.7","",".","",".","34.5","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","3","2.833",".",".","66.7","33.3",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","20","3.255","35.0","20.0","30.0","10.0","5.0","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","23","3.194","30.4","17.4","34.8","13.0","4.3","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","34","3.573","20.6","8.8","11.8",".",".","",".","",".","58.8","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","58","3.363","25.9","12.1","20.7","5.2","1.7","",".","",".","34.5","",".",".","",".","",".","",".",".",".","."
