"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","2925","3.436","41.1","20.9","23.3","7.5","4.0","0.3","0.0","2.7","",".",".",".","0.0","0.1",".","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","20","3.925","90.0","5.0","5.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","5","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","114","3.441","42.1","24.6","21.1","4.4","7.0","0.9",".",".","",".",".",".",".",".",".",".","."
"Senior","","160","3.383","36.3","24.4","24.4","6.9","5.0","1.3","0.6","1.3","",".",".",".",".",".",".",".","."
"Undergraduates","","299","3.456","43.1","22.7","21.4","5.4","5.4","1.0","0.3","0.7","",".",".",".",".",".",".",".","."
"Special","","12","3.605","41.7","33.3","25.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Graduate","","198","3.937","63.1","4.0","1.0",".",".",".",".","31.3","",".",".",".","0.5",".",".",".","."
"Prof Yr 1","","550","3.248","41.3","19.8","23.8","7.6","7.3","0.2",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 2","","808","3.202","30.7","19.2","31.8","10.9","6.2","0.7",".","0.1","",".",".",".",".","0.2",".","0.1","."
"Prof Yr 3","","953","3.392","29.1","25.0","21.9","7.6","1.2",".",".","1.5","",".",".",".","13.9",".",".",".","."
"Prof Yr 4","","237","3.856","80.2","12.2","6.8","0.4","0.4",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","2548","3.419","37.0","20.8","24.1","8.0","4.0","0.3",".","0.6","",".",".",".","5.2","0.1",".","0.0","."
"","College Total","3057","3.436","39.3","20.0","22.3","7.2","3.9","0.3","0.0","2.6","",".",".",".","4.4","0.1",".","0.0","."
