"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"","411
006","23","3.565","47.8","30.4","13.0","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","007
411","19","3.816","68.4","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
008","23","3.913","82.6","17.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
009","18","3.833","72.2","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
010","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","220","3.625","57.3","17.7","19.1","4.5","1.4",".",".",".",".",".",".",".",".",".",".","."
"Field Exper in Psychology","412
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","413
001","183","3.019","23.0","12.0","36.1","10.4","13.7","3.3","0.5","0.5",".",".",".",".",".","0.5",".","."
"","413
002","12","3.583","50.0","25.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Language, Mind, and Brain","Course Total","195","3.054","24.6","12.8","34.9","10.3","12.8","3.1","0.5","0.5",".",".",".",".",".","0.5",".","."
"Animal Behavior","449
001","93","2.672","15.1","9.7","21.5","17.2","31.2","3.2","2.2",".",".",".",".",".",".",".",".","."
"Honors-Language, Mind, & Brain","483
001","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychology of Personality","507
001","147","3.555","42.2","27.9","25.9","2.7",".",".",".","1.4",".",".",".",".",".",".",".","."
"Abnormal Psychology","509
001","335","2.705","17.0","13.4","18.8","16.1","24.5","5.7","3.0","0.9","0.6",".",".",".",".",".",".","."
"Behavior Pathology:Neuroses","511
001","162","3.481","47.5","22.2","17.3","6.2","3.7","1.2","0.6",".",".",".",".",".",".","0.6","0.6","."
"Intro to Clinical Psych","517
001","33","3.424","33.3","24.2","36.4","6.1",".",".",".",".",".",".",".",".",".",".",".","."
"Psychology of Women","522
001","30","3.190","33.3","20.0","16.7","10.0","13.3","3.3",".",".",".",".",".",".",".","3.3",".","."
"Neurobiology","523
001","28","3.268","32.1","28.6","21.4","3.6","10.7","3.6",".",".",".",".",".",".",".",".",".","."
"","530
002","42","3.171","35.7","14.3","21.4","9.5","14.3",".","2.4","2.4",".",".",".",".",".",".",".","."
"","530
003","112","3.054","24.1","16.1","30.4","14.3","11.6","2.7","0.9",".",".",".",".",".",".",".",".","."
"Intro-Social Psychology","Course Total","154","3.092","27.3","15.6","27.9","13.0","12.3","1.9","1.3","0.6",".",".",".",".",".",".",".","."
"Hormones and Behavior","556
001","20","3.700","75.0","5.0","10.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"Stat Anal-Psych Experiments","610
001","20","3.650","55.0","20.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
002","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
003","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
004","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
005","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
006","13","3.967","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
007","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research Topics","Course Total","109","3.997","99.1","0.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","681
011","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
016","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
017","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","681
024","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
038","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
040","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
048","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
049","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
053","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
069","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","22","3.955","95.5",".","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
