"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"160
Heredity","001","","90","2.906","22.2","13.3","31.1","10.0","16.7","3.3","3.3",".",".",".",".",".",".",".",".","."
"299","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","035","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","077","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","092","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","093","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","094","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","110","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","112","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","33","3.971","97.0",".","3.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"375
Special Topics","011","","32","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"399","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","092","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","Course Total","","3","***","","","","","","","","","","","","","","","",""
"466
General Genetics","001","","157","2.597","7.0","8.3","31.2","10.2","38.2","3.8",".","0.6",".",".",".",".",".","0.6",".","."
"545","001","","10","3.450","50.0","20.0","10.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"545","002","","14","3.423","42.9","14.3","21.4","7.1","7.1",".",".",".",".",".",".",".",".","7.1",".","."
"Genetics Laboratory","Course Total","","24","3.435","45.8","16.7","16.7","8.3","8.3",".",".",".",".",".",".",".",".","4.2",".","."
"565
Human Genetics","001","","47","2.947","23.4","14.9","21.3","17.0","21.3",".","2.1",".",".",".",".",".",".",".",".","."
"607
Advanced Microbial Genetics","001","","27","3.596","44.4","25.9","25.9",".",".",".",".","3.7",".",".",".",".",".",".",".","."
"612
Prokaryotic Molecular Biol","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"629
Evolutionary Genetics","001","","27","3.327","22.2","33.3","25.9","14.8",".",".",".","3.7",".",".",".",".",".",".",".","."
"677","001","","21","3.310","33.3","23.8","19.0","19.0","4.8",".",".",".",".",".",".",".",".",".",".","."
"677","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"677","012","","15","3.867","80.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"677","017","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Topics in Genetics","Course Total","","43","3.728","60.5","16.3","11.6","9.3","2.3",".",".",".",".",".",".",".",".",".",".","."
"681","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"682
Senior Honors Thesis","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","","","Page 28 of 410"
