"","990
016","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
017","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
019","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"Thesis-Research","Course Total","26","",".",".",".",".",".",".",".","96.2","",".",".",".","3.8",".",".",".","."
"CBE
220","Dept. Total","851","3.055","28.9","15.4","18.4","7.5","12.1","3.9","1.2","10.7","",".","0.6",".","1.2","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","34","2.956","14.7","20.6","35.3","11.8","11.8","5.9",".",".","",".",".",".",".",".",".",".","."
"Junior","","174","2.820","25.9","13.2","25.3","4.6","21.8","4.6","4.0",".","",".","0.6",".",".",".",".",".","."
"Senior","","399","3.037","34.8","16.8","15.5","12.0","14.8","5.0","0.8",".","",".","0.3",".",".",".",".",".","."
"Undergraduates","","607","2.967","31.1","16.0","19.4","9.9","16.6","4.9","1.6",".","",".","0.3",".",".",".",".",".","."
"Special","","5","2.750","40.0","20.0",".",".",".","40.0",".",".","",".",".",".",".",".",".",".","."
"Graduate","","268","3.468","31.3","12.3","14.6","1.5","0.7","0.4",".","34.0","",".","1.1",".","3.7","0.4",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","Dept. Total","881","3.055","31.3","14.9","17.8","7.3","11.7","3.7","1.1","10.3","",".","0.6",".","1.1","0.1",".",".","."
