"Seminar in Art Education","951
001","","2","***","","","","","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
059","","2","***","","","","","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
061","","1","***","","","","","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Adv Independent Reading","Course Total","","3","***","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ART ED
176","Dept. Total","","32","4.000","93.8","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","6.3","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"176
ART ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","16","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","","16","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".","."
"Special","","","4","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".","."
"Graduate","","","12","4.000","83.3","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","16.7","",".",".",".","."
"","Dept. Total","","32","4.000","93.8","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","6.3","",".",".",".","."
