"Research","Course Total","10","",".",".",".",".",".","",".","",".","100.0","",".",".",".","",".","",".",".",".","."
"","999
014","1","***","","","","","","","","","","","","",".",".",".","",".","",".",".","."
"","999
021","1","***","","","","","","","","","","","","",".",".",".","",".","",".",".","."
"Advanced Independent Study","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"S&A PHM
732","Dept. Total","347","3.569","42.4","32.3","18.2","2.9","1.2","",".","",".","3.2","",".",".",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"732
S&A PHM","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","19","3.974","94.7","5.3",".",".",".","",".","",".",".","",".",".",".","",".","",".",".",".","."
"Sophomore","","3","4.000","100.0",".",".",".",".","",".","",".",".","",".",".",".","",".","",".",".",".","."
"Junior","","6","3.600","83.3",".",".",".","16.7","",".","",".",".","",".",".",".","",".","",".",".",".","."
"Senior","","6","3.667","66.7",".","33.3",".",".","",".","",".",".","",".",".",".","",".","",".",".",".","."
"Undergraduates","","34","3.867","88.2","2.9","5.9",".","2.9","",".","",".",".","",".",".",".","",".","",".",".",".","."
"Graduate","","25","4.000","56.0",".",".",".",".","",".","",".","44.0","",".",".",".","",".","",".",".",".","."
"Prof Yr 1","","139","3.518","40.3","30.9","22.3","5.0","1.4","",".","",".",".","",".",".",".","",".","",".",".",".","."
"Prof Yr 3","","149","3.529","31.5","45.6","20.1","2.0","0.7","",".","",".",".","",".",".",".","",".","",".",".",".","."
"Professionals","","288","3.523","35.8","38.5","21.2","3.5","1.0","",".","",".",".","",".",".",".","",".","",".",".",".","."
"","Dept. Total","347","3.569","42.4","32.3","18.2","2.9","1.2","",".","",".","3.2","",".",".",".","",".","",".",".",".","."
