"","999
019","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
032","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
033","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Study","Course Total","6","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"DS
359","Dept. Total","635","3.396","39.5","25.5","18.4","7.7","4.7","1.3","0.8","1.9","",".",".","",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","37","2.838","21.6","18.9","21.6","13.5","16.2",".","8.1",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","104","3.197","34.6","19.2","19.2","12.5","11.5","1.9","1.0",".","",".",".","",".","",".",".",".",".","."
"Junior","","195","3.418","36.4","29.2","22.6","7.7","2.6","1.0",".","0.5","",".",".","",".","",".",".",".",".","."
"Senior","","255","3.464","41.6","29.0","17.6","6.3","2.7","1.6","0.4","0.8","",".",".","",".","",".",".",".",".","."
"Undergraduates","","591","3.365","37.4","26.7","19.8","8.3","5.1","1.4","0.8","0.5","",".",".","",".","",".",".",".",".","."
"Special","","5","4.000","20.0",".",".",".",".",".",".","60.0","",".",".","",".","",".","20.0",".",".","."
"Graduate","","39","3.944","74.4","10.3",".",".",".",".",".","15.4","",".",".","",".","",".",".",".",".","."
"","Dept. Total","635","3.396","39.5","25.5","18.4","7.7","4.7","1.3","0.8","1.9","",".",".","",".","",".","0.2",".",".","."
