"TERM : 1102","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2009-2010","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE
632","Dept. Total","364","3.637","56.6","18.7","14.6",".","",".","",".","",".","8.5","",".",".","",".","",".","0.3",".","0.8","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","7","3.769","71.4","14.3","14.3",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","22","3.947","95.5",".","4.5",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","13","4.000","92.3",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".","7.7","."
"Undergraduates","","42","3.944","90.5","2.4","4.8",".","",".","",".","",".",".","",".",".","",".","",".",".",".","2.4","."
"Special","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","10","3.000",".",".","10.0",".","",".","",".","",".","90.0","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","92","3.375","27.2","25.0","40.2",".","",".","",".","",".","2.2","",".",".","",".","",".","1.1",".","2.2","2.2"
"Prof Yr 4","","218","3.819","64.7","20.2","6.0",".","",".","",".","",".","9.2","",".",".","",".","",".",".",".",".","."
"Professionals","","310","3.611","53.5","21.6","16.1",".","",".","",".","",".","7.1","",".",".","",".","",".","0.3",".","0.6","0.6"
"","Dept. Total","364","3.637","56.6","18.7","14.6",".","",".","",".","",".","8.5","",".",".","",".","",".","0.3",".","0.8","0.5"
