"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","224
009","24","3.938","91.7","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
224","23","3.826","78.3","13.0","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","224
011","23","3.848","69.6","30.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","Course Total","246","3.742","63.4","24.4","7.3","2.0","0.8","0.4",".","0.8",".",".",".",".","0.4","0.4",".","."
"","226
001","19","2.921","5.3","10.5","73.7","5.3",".",".","5.3",".",".",".",".",".",".",".",".","."
"","226
002","20","3.775","70.0","15.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
003","20","3.200","30.0","30.0","20.0",".","15.0","5.0",".",".",".",".",".",".",".",".",".","."
"","226
004","19","3.500","42.1","26.3","21.1","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","226
005","20","3.447","35.0","30.0","20.0","5.0","5.0",".",".","5.0",".",".",".",".",".",".",".","."
"","226
006","19","3.263","15.8","26.3","52.6","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","226
007","18","3.139","16.7","27.8","27.8","22.2","5.6",".",".",".",".",".",".",".",".",".",".","."
"","226
008","20","3.263","15.0","25.0","50.0","5.0",".",".",".",".",".",".",".",".",".",".","5.0","."
"","226
009","19","3.237","21.1","26.3","42.1",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"","226
010","20","3.375","30.0","25.0","40.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","226
011","19","3.222","5.3","36.8","47.4","5.3",".",".",".","5.3",".",".",".",".",".",".",".","."
"","226
012","20","3.075","10.0","25.0","45.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","226
013","18","3.111","16.7","16.7","44.4","16.7","5.6",".",".",".",".",".",".",".",".",".",".","."
"","226
014","18","3.444","44.4","11.1","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","226
015","19","3.342","36.8","26.3","31.6",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","226
016","20","3.475","50.0","10.0","30.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","226
017","19","3.105","15.8","15.8","52.6","5.3","10.5",".",".",".",".",".",".",".",".",".",".","."
"","226
018","18","3.528","38.9","27.8","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
019","13","3.038",".","30.8","53.8","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","226
020","19","3.053","5.3","36.8","36.8","5.3","15.8",".",".",".",".",".",".",".",".",".",".","."
"","226
021","18","3.361","38.9","22.2","22.2","5.6","11.1",".",".",".",".",".",".",".",".",".",".","."
"","226
022","17","2.853",".","23.5","58.8","5.9","5.9",".","5.9",".",".",".",".",".",".",".",".","."
"","226
023","20","3.421","35.0","25.0","25.0","5.0","5.0",".",".","5.0",".",".",".",".",".",".",".","."
"","226
024","15","3.467","33.3","26.7","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
025","18","3.028","11.1","33.3","22.2","16.7","16.7",".",".",".",".",".",".",".",".",".",".","."
"","226
026","16","3.219","37.5","25.0","18.8","6.3","6.3",".","6.3",".",".",".",".",".",".",".",".","."
"","226
027","19","3.368","47.4","15.8","26.3","5.3",".",".","5.3",".",".",".",".",".",".",".",".","."
"","226
028","20","2.763","10.0","5.0","35.0","20.0","25.0",".",".","5.0",".",".",".",".",".",".",".","."
"","226
029","20","3.225","10.0","30.0","55.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","540","3.252","25.4","23.5","36.9","6.5","5.7","0.2","0.9","0.7",".",".",".",".",".",".","0.2","."
"","311
001","19","3.526","31.6","42.1","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
002","18","3.639","50.0","27.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
003","16","3.844","68.8","31.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
004","20","3.625","45.0","35.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
005","17","3.719","76.5","5.9",".",".","11.8",".",".","5.9",".",".",".",".",".",".",".","."
"","311
006","17","3.406","35.3","17.6","35.3",".","5.9",".",".","5.9",".",".",".",".",".",".",".","."
"","311
007","16","3.188","31.3","25.0","31.3",".",".","12.5",".",".",".",".",".",".",".",".",".","."
"","311
008","17","3.529","41.2","23.5","35.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
009","18","3.559","44.4","16.7","33.3",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"","311
010","19","3.395","31.6","36.8","21.1",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"","311
011","15","3.536","26.7","46.7","20.0",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"","311
012","17","3.559","29.4","52.9","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","Page 308 of 410",""
