"","990
070","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
071","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
076","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","65","",".",".",".",".",".",".",".","89.2","",".",".",".","10.8","",".",".",".","."
"ZOOLOGY
970","Dept. Total","2830","2.998","30.3","12.7","26.9","5.7","14.5","4.2","2.7","2.2","",".","0.6",".","0.2","",".","0.1",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","231","2.352","14.3","14.3","19.0","7.8","22.1","16.5","6.1",".","",".",".",".",".","",".",".",".","."
"Sophomore","","761","2.775","19.8","13.7","30.6","8.5","18.4","4.5","4.2",".","",".",".",".",".","",".","0.1",".","0.1"
"Junior","","771","3.067","28.9","14.5","30.7","5.3","13.6","3.1","2.6","0.3","",".","0.8",".",".","",".","0.1",".","."
"Senior","","886","3.265","42.1","11.6","25.6","4.0","12.3","2.4","0.8",".","",".","1.1",".",".","",".",".",".","0.1"
"Undergraduates","","2649","2.985","29.4","13.3","28.0","6.0","15.3","4.4","2.8","0.1","",".","0.6",".",".","",".","0.1",".","0.1"
"Special","","26","2.945","38.5","11.5","30.8",".","7.7","3.8","7.7",".","",".",".",".",".","",".",".",".","."
"Graduate","","153","3.616","43.1","3.3","7.2","1.3","2.6",".",".","37.9","",".",".",".","4.6","",".",".",".","."
"Prof Yr 1","","2","4.000","50.0",".",".",".",".",".",".","50.0","",".",".",".",".","",".",".",".","."
"Professionals","","2","4.000","50.0",".",".",".",".",".",".","50.0","",".",".",".",".","",".",".",".","."
"","Dept. Total","2830","2.998","30.3","12.7","26.9","5.7","14.5","4.2","2.7","2.2","",".","0.6",".","0.2","",".","0.1",".","0.1"
