"SOCIAL WORK","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","",""
"","699
011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
022","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
035","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
040","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
067","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Behavior & Environmnt","711
001","36","3.722","50.0","44.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","712
001","25","3.840","80.0","8.0","12.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","712
002","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychopathology in Soc Wrk","Course Total","51","3.922","90.2","3.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Family Systems in Soc Work","715
001","11","3.318","36.4","45.5","9.1",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"","741
001","16","3.719","43.8","56.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","741
002","19","3.842","84.2","10.5",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"Interventn-Chldrn, Youth, Fam","Course Total","35","3.786","65.7","31.4",".",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"Assess&Treat Chld&Adolescnt","742
001","24","3.771","54.2","45.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intrdis Care-Chld/Chron Illnss","746
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
003","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
005","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
008","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
011","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
012","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
013","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
014","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
015","17","3.907","88.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field Prac/Integrat Smr III","Course Total","100","3.949","92.0","6.0","2.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field Pract/Integrat Smr IV","801
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Family Law I","822
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","835
001","25","3.920","84.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","835
002","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Soc Work Pract-Mental Hlth","Course Total","36","3.931","86.1","13.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","840
001","21","3.750","57.1","28.6","9.5",".",".",".",".",".",".",".",".",".","4.8",".",".","."
"","840
002","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Macro Practice","Course Total","31","3.767","58.1","32.3","6.5",".",".",".",".",".",".",".",".",".","3.2",".",".","."
"Adv Prac-Hlth, Aging, Disablty","874
001","29","3.607","34.5","48.3","13.8",".",".",".",".",".",".",".",".",".","3.4",".",".","."
"Hlth, Aging, Disably Pol&Serv","875
001","30","3.759","56.7","33.3","6.7",".",".",".",".",".",".",".",".",".","3.3",".",".","."
"Prevention Science","880
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","920
001","26","3.462","23.1","69.2","3.8",".",".",".","3.8",".",".",".",".",".",".",".",".","."
"","920
002","19","3.500","36.8","52.6",".","5.3",".","5.3",".",".",".",".",".",".",".",".",".","."
"","920
003","22","3.477","27.3","45.5","22.7","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"Chld, Youth, Fam Pol&Services","Course Total","67","3.478","28.4","56.7","9.0","3.0",".","1.5","1.5",".",".",".",".",".",".",".",".","."
