"MATERIALS SCI AND ENGINEERI Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","",""
"1
Cooperative Education Prog","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"250
Intro to Modern Materials","001","","38","3.921","89.5","7.9",".","2.6",".",".",".",".",".",".",".",".",".",".",".","."
"330
Thermodynamics of Materials","001","","29","3.517","44.8","31.0","17.2","3.4",".","3.4",".",".",".",".",".",".",".",".",".","."
"332
Macroprocessing-Materials","001","","11","3.182","27.3","18.2","27.3","18.2","9.1",".",".",".",".",".",".",".",".",".",".","."
"350
Intro to Materials Science","001","","141","3.454","44.7","21.3","25.5","2.1","3.5","0.7","1.4",".","0.7",".",".",".",".",".",".","."
"351
Struct&Property Rels-Solids","001","","31","2.952","9.7","38.7","19.4","16.1","9.7","3.2","3.2",".",".",".",".",".",".",".",".","."
"360","001","","12","3.708","58.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"360","002","","12","3.500","25.0","50.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Materials Laboratory I","Course Total","","24","3.604","41.7","37.5","20.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"362
Materials Laboratory III","001","","11","3.591","27.3","63.6","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"379
Materials Sys&Design Proj I","001","","13","3.615","38.5","46.2","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"390
Materials Sys&Desgn Proj II","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"441
Deformation of Solids","001","","24","3.438","45.8","25.0","8.3","12.5","8.3",".",".",".",".",".",".",".",".",".",".","."
"448
Crystallog & Xray Diffractn","001","","13","3.808","76.9","7.7","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"451
Intro to Ceramic Materials","001","","17","3.412","23.5","35.3","41.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"456
Elec,Opt&Mag Prop of Materials","001","","17","3.559","41.2","35.3","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"463
Matrls-Elevated Temp Serv","001","","12","3.227","33.3","8.3","25.0","16.7","8.3",".",".","8.3",".",".",".",".",".",".",".","."
"560
Fundamentls-Atomistic Modeling","001","","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"702
Grad Cooperative Educ Program","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"750
Imperfectns&Mech Properties","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","012","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","Course Total","","20","",".",".",".",".",".",".",".","70.0","5.0",".",".","25.0",".",".",".","."
"803","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"803","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"803","006","","6","",".",".",".",".",".",".",".","50.0",".",".",".","50.0",".",".",".","."
"803","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"803","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"803","010","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"803","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","","Page 139 of 410",""
