"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
001","23","2.783","21.7","13.0","30.4","4.3","17.4","8.7","4.3",".",".",".",".",".",".",".",".","."
"","101
002","24","2.978","20.8","16.7","25.0","12.5","16.7","4.2",".","4.2",".",".",".",".",".",".",".","."
"","101
003","20","3.200","40.0","15.0","20.0","5.0","15.0","5.0",".",".",".",".",".",".",".",".",".","."
"","101
004","24","3.043","37.5","8.3","29.2",".","12.5",".","8.3","4.2",".",".",".",".",".",".",".","."
"","101
006","24","2.826","20.8","12.5","20.8","12.5","25.0",".","4.2","4.2",".",".",".",".",".",".",".","."
"","101
007","24","3.042","20.8","33.3","12.5","16.7","12.5",".","4.2",".",".",".",".",".",".",".",".","."
"","101
008","24","2.333",".","20.8","29.2","12.5","16.7","8.3","12.5",".",".",".",".",".",".",".",".","."
"","101
009","23","2.978","21.7","17.4","34.8","4.3","17.4",".","4.3",".",".",".",".",".",".",".",".","."
"","101
010","23","2.761","17.4","21.7","13.0","17.4","21.7","4.3","4.3",".",".",".",".",".",".",".",".","."
"","101
011","23","2.891","13.0","21.7","39.1",".","21.7",".","4.3",".",".",".",".",".",".",".",".","."
"","101
013","24","2.913","8.3","16.7","41.7","8.3","20.8",".",".","4.2",".",".",".",".",".",".",".","."
"","014
101","22","3.000","31.8","9.1","27.3",".","18.2","9.1",".","4.5",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","278","2.890","20.9","17.3","27.0","7.9","18.0","3.2","4.0","1.8",".",".",".",".",".",".",".","."
"","102
001","23","3.174","26.1","21.7","34.8","4.3","8.7","4.3",".",".",".",".",".",".",".",".",".","."
"","102
002","19","3.278","31.6",".","57.9",".","5.3",".",".","5.3",".",".",".",".",".",".",".","."
"","102
003","23","3.304","13.0","43.5","39.1",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","102
004","23","3.413","47.8","17.4","13.0","13.0","8.7",".",".",".",".",".",".",".",".",".",".","."
"","102
005","22","3.136","27.3","22.7","27.3","4.5","13.6","4.5",".",".",".",".",".",".",".",".",".","."
"","102
006","22","3.238","18.2","40.9","22.7","4.5","4.5","4.5",".","4.5",".",".",".",".",".",".",".","."
"","102
007","24","3.208","41.7","4.2","33.3","4.2","12.5","4.2",".",".",".",".",".",".",".",".",".","."
"","102
008","22","2.773","31.8","13.6","18.2","4.5","13.6","9.1","9.1",".",".",".",".",".",".",".",".","."
"","102
009","22","2.909","22.7","22.7","27.3","4.5","9.1","9.1","4.5",".",".",".",".",".",".",".",".","."
"","102
010","17","3.000","29.4",".","35.3","11.8","23.5",".",".",".",".",".",".",".",".",".",".","."
"","102
011","20","2.950","25.0","15.0","30.0","15.0","5.0","5.0","5.0",".",".",".",".",".",".",".",".","."
"","102
012","16","3.567","50.0","12.5","25.0","6.3",".",".",".","6.3",".",".",".",".",".",".",".","."
"","102
014","22","2.786","13.6","9.1","31.8","4.5","36.4",".",".",".",".",".",".",".",".",".",".","4.5"
"","102
015","17","3.353","29.4","29.4","29.4","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","102
017","15","3.500","46.7","26.7","13.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","307","3.158","29.6","18.9","29.3","5.9","10.7","2.9","1.3","1.0",".",".",".",".",".",".",".","0.3"
"","203
001","20","3.300","20.0","35.0","35.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","203
002","23","2.826","8.7","17.4","43.5","8.7","17.4",".","4.3",".",".",".",".",".",".",".",".","."
"","003
203","24","3.396","25.0","58.3","4.2","4.2","4.2","4.2",".",".",".",".",".",".",".",".",".","."
"","203
004","23","3.043","39.1","13.0","30.4","4.3",".",".","13.0",".",".",".",".",".",".",".",".","."
"","203
005","19","3.053","10.5","26.3","36.8","15.8","10.5",".",".",".",".",".",".",".",".",".",".","."
"","203
006","24","3.583","37.5","41.7","20.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
007","22","3.250","18.2","18.2","59.1","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","203
008","23","3.522","34.8","52.2","4.3",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"","203
009","22","3.182","22.7","36.4","22.7",".","13.6","4.5",".",".",".",".",".",".",".",".",".","."
"","203
010","22","3.432","36.4","22.7","36.4",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","203
011","23","3.261","30.4","43.5","8.7",".","8.7","8.7",".",".",".",".",".",".",".",".",".","."
"","203
012","20","3.316","35.0","20.0","20.0","10.0","10.0",".",".","5.0",".",".",".",".",".",".",".","."
"","203
013","24","3.000","16.7","12.5","50.0","12.5","4.2",".","4.2",".",".",".",".",".",".",".",".","."
"","203
014","24","3.208","29.2","25.0","33.3",".","4.2","8.3",".",".",".",".",".",".",".",".",".","."
"","203
015","23","3.283","21.7","30.4","39.1",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"","203
016","22","3.159","27.3","27.3","22.7","4.5","13.6","4.5",".",".",".",".",".",".",".",".",".","."
"","203
017","23","3.348","39.1","26.1","21.7","8.7",".",".","4.3",".",".",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","Page 306 of 410",""
