"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"PLANT PATHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"PL PATH
766","Dept. Total","139","3.257","31.7","18.0","18.7","2.9","7.2","",".","0.7","11.5","",".",".","",".","6.5","",".","1.4","1.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","3.167",".","33.3","66.7",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","6","3.400","50.0",".","50.0",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","22","3.174","27.3","27.3","27.3","4.5","13.6","",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","53","3.108","30.2","26.4","24.5","3.8","13.2","",".","1.9",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","84","3.145","29.8","25.0","28.6","3.6","11.9","",".","1.2",".","",".",".","",".",".","",".",".",".","."
"Special","","7","4.000","42.9",".",".",".",".","",".",".",".","",".",".","",".",".","",".","28.6","28.6","."
"Graduate","","48","3.669","33.3","8.3","4.2","2.1",".","",".",".","33.3","",".",".","",".","18.8","",".",".",".","."
"","Dept. Total","139","3.257","31.7","18.0","18.7","2.9","7.2","",".","0.7","11.5","",".",".","",".","6.5","",".","1.4","1.4","."
