"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","2565","3.518","53.1","19.3","14.1","6.4","3.4","1.2","0.5","1.7","",".",".",".","0.1","0.1","0.2",".","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","78","3.089","37.2","16.7","19.2","11.5","10.3","1.3","3.8",".","",".",".",".",".",".",".",".","."
"Sophomore","","359","3.395","53.5","13.4","13.9","9.2","7.0","1.7","1.1",".","",".",".",".",".",".",".",".","0.3"
"Junior","","766","3.545","55.0","19.6","14.9","6.7","2.7","0.8","0.1","0.1","",".",".",".",".",".","0.1",".","."
"Senior","","1213","3.532","51.8","22.2","14.8","5.7","2.6","1.5","0.4","0.7","",".",".",".",".","0.1","0.2",".","0.1"
"Undergraduates","","2416","3.502","52.6","19.9","14.8","6.7","3.6","1.3","0.5","0.4","",".",".",".",".","0.0","0.2",".","0.1"
"Special","","17","3.875","58.8","5.9","5.9",".",".",".",".","17.6","",".",".",".",".","5.9","5.9",".","."
"Graduate","","126","3.888","61.1","10.3","1.6","0.8",".",".",".","24.6","",".",".",".","1.6",".",".",".","."
"Prof Yr 4","","6","3.906","83.3","16.7",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","6","3.906","83.3","16.7",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","2565","3.518","53.1","19.3","14.1","6.4","3.4","1.2","0.5","1.7","",".",".",".","0.1","0.1","0.2",".","0.1"
