"","991
004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
009","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
010","6","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"Linguistc&Germanic Philolgy","Course Total","14","",".",".",".",".",".",".",".","35.7",".",".",".","64.3",".",".",".","."
"GERMAN
424","Dept. Total","893","3.582","55.5","16.6","15.1","3.4","2.4","0.7","0.8","3.5",".","0.3",".","1.5","0.1",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","226","3.638","60.6","18.6","15.0","2.7","1.8","0.9","0.4",".",".",".",".",".",".",".",".","."
"Sophomore","","158","3.553","53.8","17.1","20.3","3.8","3.2","0.6","0.6","0.6",".",".",".",".",".",".",".","."
"Junior","","175","3.416","49.1","20.0","16.6","6.3","4.0","1.7","1.7","0.6",".",".",".",".",".",".",".","."
"Senior","","170","3.576","49.4","21.2","18.8","3.5","2.9",".",".","2.9",".",".",".",".",".",".",".","1.2"
"Undergraduates","","729","3.553","53.8","19.2","17.4","4.0","2.9","0.8","0.7","1.0",".",".",".",".",".",".",".","0.3"
"Special","","17","3.280","52.9","11.8","17.6",".",".",".","11.8","5.9",".",".",".",".",".",".",".","."
"Graduate","","147","3.906","64.6","4.1","3.4","0.7",".",".",".","15.6",".","2.0",".","8.8","0.7",".",".","."
"","Dept. Total","893","3.582","55.5","16.6","15.1","3.4","2.4","0.7","0.8","3.5",".","0.3",".","1.5","0.1",".",".","0.2"
