"Research and Thesis","Course Total","35","",".",".",".",".",".",".",".","88.6",".",".",".","11.4",".",".",".","."
"","999
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","Course Total","2","***","","","","","","","","","","","","","","","",""
"GEOG
416","Dept. Total","1484","3.180","29.1","21.0","23.3","10.2","7.7","2.0","1.5","3.9","0.1","0.2",".","0.3","0.3","0.2","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"416
GEOG","","","","","","","","","","","","","","","","","","",""
"Freshmen","","119","2.937","20.2","17.6","27.7","13.4","13.4","3.4","2.5",".",".",".",".",".",".","1.7",".","."
"Sophomore","","307","3.080","23.5","22.5","25.4","14.7","11.4","1.6","0.7",".",".",".",".",".","0.3",".",".","."
"Junior","","365","3.131","23.8","23.6","28.5","11.8","8.2","2.2","1.1","0.3",".","0.3",".",".",".",".",".","0.3"
"Senior","","461","3.120","26.0","23.2","26.7","9.3","7.2","2.6","2.8","1.7","0.2",".",".",".","0.2",".",".","."
"Undergraduates","","1252","3.097","24.2","22.6","27.0","11.7","9.1","2.3","1.8","0.7","0.1","0.1",".",".","0.2","0.2",".","0.1"
"Special","","80","3.700","47.5","17.5","3.8","3.8","1.3",".",".","20.0",".","2.5",".",".",".","1.3","1.3","."
"Graduate","","152","3.854","59.9","9.9","3.3","0.7",".",".",".","21.7",".",".",".","2.6","2.0",".",".","."
"","Dept. Total","1484","3.180","29.1","21.0","23.3","10.2","7.7","2.0","1.5","3.9","0.1","0.2",".","0.3","0.3","0.2","0.1","0.1"
