"Independent Reading","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"","990
022","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
032","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"PORTUG
782","Dept. Total","201","3.300","46.3","12.9","14.9","7.5","8.5","4.0","1.0","3.5","",".","1.0","",".","",".","",".","0.5",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"782
PORTUG","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","37","3.395","51.4","10.8","13.5","13.5","10.8",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","28","3.090","39.3","7.1","21.4","10.7","14.3","7.1",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","57","3.202","43.9","15.8","15.8","8.8","8.8","5.3","1.8",".","",".",".","",".","",".","",".",".",".","."
"Senior","","42","3.146","35.7","19.0","21.4","4.8","9.5","7.1","2.4",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","164","3.213","42.7","14.0","17.7","9.1","10.4","4.9","1.2",".","",".",".","",".","",".","",".",".",".","."
"Special","","4","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","33","3.906","69.7","9.1","3.0",".",".",".",".","9.1","",".","6.1","",".","",".","",".","3.0",".","."
"","Dept. Total","201","3.300","46.3","12.9","14.9","7.5","8.5","4.0","1.0","3.5","",".","1.0","",".","",".","",".","0.5",".","."
