"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Advanced Legal Writing","Course Total","22","0.984","4.5",".","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Appellate Advocacy I","814
001","13","1.100","15.4",".","7.7",".",".",".",".","15.4",".",".",".",".",".",".","7.7","."
"","815
001","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
002","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
003","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Appellate Advocacy II","Course Total","45","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Business Organizations I","817
001","141","1.331","11.3",".","20.6",".","3.5",".",".","14.2",".",".",".",".",".",".",".","."
"Family Law I","822
001","35","0.886","8.6",".","14.3",".","5.7",".",".",".",".",".",".",".",".",".",".","."
"Federal Jurisdiction","824
001","14","1.200",".",".","28.6",".",".",".",".","28.6",".",".",".",".",".",".",".","."
"International Law","827
001","11","2.320","27.3",".","18.2",".","9.1",".",".","18.2",".",".",".",".",".",".",".","."
"Jurisprudence","829
001","7","2.000","14.3",".","28.6",".",".",".",".",".",".",".",".",".",".",".","28.6","."
"Land Use Controls","830
001","12","1.917","25.0",".","25.0",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Remedies","839
001","15","1.133","13.3",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Water Rights Law","845
001","20","2.139","20.0",".","30.0","5.0","5.0",".",".","10.0",".",".",".",".",".",".",".","."
"","850
001","69","0.924","10.1",".","11.6",".","4.3","4.3",".","4.3",".",".",".",".",".",".",".","."
"","850
002","14","1.417","14.3",".","21.4",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"","850
003","20","1.950","20.0",".","35.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Professnl Responsibilities","Course Total","103","1.139","12.6",".","17.5",".","3.9","2.9",".","4.9",".",".",".",".",".",".",".","."
"","852
001","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
003","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
004","29","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Trial Advocacy","Course Total","48","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
002","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
003","38","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
004","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","008
854","16","",".",".",".",".",".",".",".","87.5",".",".",".",".","6.3",".",".","6.3"
"","854
009","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
010","8","",".",".",".",".",".",".",".","87.5",".",".",".",".",".",".",".","12.5"
"","854
011","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
012","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
013","19","",".",".",".",".",".",".",".","84.2",".",".",".",".",".",".",".","15.8"
"","854
014","13","",".",".",".",".",".",".",".","76.9",".",".",".",".",".",".",".","23.1"
"","854
015","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
016","6","",".",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","66.7"
"","854
017","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
018","6","",".",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","33.3"
"","854
019","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
020","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Program","Course Total","174","",".",".",".",".",".",".",".","88.5",".",".",".",".","0.6",".",".","10.9"
"Advanced Criminal Procedure","860
001","18","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"November 12, 2010","","","","","","","","","","","","","","","","","","Page 330 of 410",""
