"","990
025","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
037","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","17","",".",".",".",".",".",".",".","94.1","",".",".",".","5.9","",".",".",".","."
"Independent Study","999
005","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"HDFS
230","Dept. Total","744","3.527","52.6","18.1","14.7","7.0","2.7","1.1","0.5","3.0","",".",".",".","0.1","",".","0.1",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","3.167","33.3",".","33.3","33.3",".",".",".",".","",".",".",".",".","",".",".",".","."
"Sophomore","","101","3.319","46.5","15.8","14.9","11.9","7.9",".","3.0",".","",".",".",".",".","",".",".",".","."
"Junior","","208","3.484","48.1","20.2","18.3","8.7","3.8","0.5",".",".","",".",".",".",".","",".","0.5",".","."
"Senior","","370","3.569","55.4","19.2","14.6","5.7","1.1","1.9","0.3","1.6","",".",".",".",".","",".",".",".","0.3"
"Undergraduates","","682","3.503","51.8","18.9","15.8","7.6","2.9","1.2","0.6","0.9","",".",".",".",".","",".","0.1",".","0.1"
"Special","","5","3.700","60.0","20.0","20.0",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Graduate","","51","3.935","58.8","7.8",".",".",".",".",".","31.4","",".",".",".","2.0","",".",".",".","."
"Prof Yr 4","","6","3.906","83.3","16.7",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Professionals","","6","3.906","83.3","16.7",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"","Dept. Total","744","3.527","52.6","18.1","14.7","7.0","2.7","1.1","0.5","3.0","",".",".",".","0.1","",".","0.1",".","0.1"
