"","990
014","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
015","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
040","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research and Thesis","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"E M A
346","Dept. Total","774","2.793","17.8","15.6","20.2","21.3","13.6","5.3","2.6","3.4","",".","0.1","",".","",".","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"346
E M A","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","2.571","14.3","28.6",".","28.6","14.3",".","14.3",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","216","2.586","6.0","10.2","21.3","38.4","16.7","5.6","1.9",".","",".",".","",".","",".",".",".",".","."
"Junior","","218","2.548","14.7","15.6","19.7","18.3","17.9","9.2","4.6",".","",".",".","",".","",".",".",".",".","."
"Senior","","222","2.950","21.2","18.9","26.1","15.3","12.2","3.6","1.8","0.9","",".",".","",".","",".",".",".",".","."
"Undergraduates","","663","2.693","14.0","15.1","22.2","24.0","15.5","6.0","2.9","0.3","",".",".","",".","",".",".",".",".","."
"Special","","10","2.188",".","10.0","10.0","40.0",".","10.0","10.0","20.0","",".",".","",".","",".",".",".",".","."
"Graduate","","101","3.672","44.6","19.8","7.9","2.0","2.0",".",".","21.8","",".","1.0","",".","",".","1.0",".",".","."
"","Dept. Total","774","2.793","17.8","15.6","20.2","21.3","13.6","5.3","2.6","3.4","",".","0.1","",".","",".","0.1",".",".","."
