"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"Prof Experience in Business","450
001","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Envir Strategy & Sustainabilty","600
001","21","3.833","71.4","23.8","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
001","39","3.987","97.4","2.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
002","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
003","38","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
030","66","3.902","81.8","16.7","1.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Managerial Communication","Course Total","182","3.946","92.9","6.6","0.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","704
001","58","3.552","32.8","46.6","19.0","1.7",".",".",".",".",".",".",".",".",".",".",".","."
"","704
002","58","3.569","36.2","41.4","22.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Data to Decisions","Course Total","116","3.560","34.5","44.0","20.7","0.9",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","750
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","765
001","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
002","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
030","66","3.826","66.7","31.8","1.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","80","3.831","68.8","28.8","2.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Panel Data Analysis","806
001","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"GEN BUS
231","Dept. Total","1975","3.495","51.8","18.3","18.4","5.2","3.8","0.7","0.2","0.2",".","1.0",".",".",".","0.2","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","40","2.929","15.0","5.0","42.5","27.5","10.0",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","207","3.531","52.2","13.0","27.1","5.3","1.9",".",".",".",".","0.5",".",".",".",".",".","."
"Junior","","545","3.525","53.4","19.6","17.2","3.9","3.9","1.1","0.4",".",".",".",".",".",".","0.6",".","."
"Senior","","750","3.388","42.1","17.9","22.3","7.6","6.1","0.9","0.1","0.5",".","2.3",".",".",".",".","0.1","."
"Undergraduates","","1542","3.443","46.8","17.5","21.7","6.5","4.9","0.8","0.2","0.3",".","1.2",".",".",".","0.2","0.1","."
"Special","","16","3.395","50.0","18.8",".","6.3","6.3","6.3",".",".",".",".",".",".",".",".","12.5","."
"Graduate","","411","3.760","70.6","21.2","7.1","0.5",".",".",".",".",".","0.2",".",".",".",".","0.5","."
"Prof Yr 2","","6","3.875","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","6","3.875","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1975","3.495","51.8","18.3","18.4","5.2","3.8","0.7","0.2","0.2",".","1.0",".",".",".","0.2","0.3","."
