"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Electronic Circuits I","340
001","","56","2.882","17.9","17.9","30.4","12.5","10.7","5.4","3.6",".",".",".",".",".",".",".","1.8","."
"Electronic Circuits II","342
001","","20","3.100","25.0","25.0","20.0","15.0","10.0","5.0",".",".",".",".",".",".",".",".",".","."
"","352
001","","28","2.839","17.9","28.6","10.7","17.9","17.9",".","7.1",".",".",".",".",".",".",".",".","."
"","352
002","","15","2.750","13.3","13.3","20.0","20.0","20.0","6.7",".","6.7",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","","43","2.810","16.3","23.3","14.0","18.6","18.6","2.3","4.7","2.3",".",".",".",".",".",".",".","."
"Intro to Microprocessor Sys","353
001","","41","2.805","22.0","14.6","12.2","19.5","24.4","7.3",".",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","354
001","","30","3.400","53.3","10.0","16.7","10.0","6.7","3.3",".",".",".",".",".",".",".",".",".","."
"","355
002","","7","3.357","57.1",".","14.3","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"","355
003","","8","2.833","12.5","12.5","25.0","12.5",".","12.5",".",".",".",".",".",".","12.5",".","12.5","."
"Electromech Energy Conversn","Course Total","","15","3.115","33.3","6.7","20.0","13.3","6.7","6.7",".",".",".",".",".",".","6.7",".","6.7","."
"Elect Power for Alt Energy Sys","001
356","","33","3.136","18.2","21.2","45.5",".","15.2",".",".",".",".",".",".",".",".",".",".","."
"","370
001","","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
002","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
003","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".",".","16.7",".","."
"","370
004","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Laboratory","Course Total","","37","3.944","86.5","10.8",".",".",".",".",".",".",".",".",".",".",".","2.7",".","."
"Electricl&Electronc Circuit","376
001","","130","3.147","16.2","18.5","51.5","4.6","8.5",".",".",".",".",".",".",".",".",".","0.8","."
"Elec&Elec-mech Power Conver","377
001","","94","2.729","18.1","11.7","21.3","17.0","22.3","8.5","1.1",".",".",".",".",".",".",".",".","."
"","399
004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
066","","7","3.895","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","Course Total","","12","3.938","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
001","","30","3.000","13.3","26.7","33.3","6.7","10.0","6.7",".","3.3",".",".",".",".",".",".",".","."
"","411
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","411
003","","21","3.048","4.8","19.0","57.1","19.0",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Electric Drive Sys","Course Total","","53","3.038","11.3","22.6","43.4","11.3","5.7","3.8",".","1.9",".",".",".",".",".",".",".","."
"Electromag Wave Transmissn","420
001","","22","2.614","18.2","22.7","18.2","9.1","9.1","13.6","9.1",".",".",".",".",".",".",".",".","."
"","427
001","","42","3.500","47.6","19.0","21.4","4.8",".",".","2.4","2.4",".",".",".",".",".","2.4",".","."
"","427
003","","6","3.583","66.7",".","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Electric Power Systems","Course Total","","48","3.511","50.0","16.7","20.8","6.3",".",".","2.1","2.1",".",".",".",".",".","2.1",".","."
"Digital Signal Processing","431
001","","21","3.225","38.1","14.3","19.0","9.5","9.5","4.8",".","4.8",".",".",".",".",".",".",".","."
"Introduction to Cryptography","435
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Communication Systems I","436
001","","7","3.571","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Communication Systems Lab I","438
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Introduction to Robotics","439
001","","15","3.433","46.7","6.7","40.0",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Applied Communications Sys","447
001","","11","2.818","27.3","9.1","27.3","9.1","18.2",".","9.1",".",".",".",".",".",".",".",".","."
"Medical Instrumentation","462
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Computers in Medicine","463
001","","8","3.000","12.5","25.0","37.5",".","25.0",".",".",".",".",".",".",".",".",".",".","."
"Computer Proj in Cntrl&Inst","468
001","","9","3.556","88.9",".",".",".",".",".","11.1",".",".",".",".",".",".",".",".","."
"Senior Design Project","491
030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
