"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","8707","3.496","43.0","17.0","14.2","2.2","2.8","1.0","0.5","16.1","0.0","2.3",".","0.5","0.2",".","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","4","3.143","75.0",".",".",".","25.0",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","276","2.735","30.4","10.9","23.6","7.2","18.1","4.3","5.4",".",".",".",".",".",".",".",".","."
"Junior","","759","3.154","43.3","13.8","20.9","5.5","10.0","4.5","1.7",".",".",".",".",".",".",".","0.1","."
"Senior","","1590","3.462","53.1","16.4","18.6","4.2","4.5","2.1","0.6","0.1",".","0.1",".",".","0.1",".","0.3","."
"Undergraduates","","2629","3.289","47.9","15.0","19.7","4.9","7.6","3.0","1.4","0.1",".","0.1",".",".","0.0",".","0.2","."
"Special","","197","3.494","51.8","14.2","20.3","2.5","0.5","1.0","0.5","4.6",".",".",".","0.5","2.5",".","1.5","."
"Graduate","","1610","3.729","43.7","12.3","6.8","0.5","0.5",".",".","30.1",".","3.4",".","2.5","0.1",".",".","0.1"
"Prof Yr 1","","1183","3.476","15.6","5.0","5.2","0.3","1.4","0.2",".","70.6","0.1","1.4",".",".",".",".",".","0.3"
"Prof Yr 2","","1405","3.565","42.8","28.2","18.5","2.6","1.1",".","0.1","0.5",".","6.0",".",".",".",".",".","0.1"
"Prof Yr 3","","757","3.467","32.6","29.7","25.0","1.3",".",".",".","3.6",".","5.7",".","0.4","0.7",".","0.3","0.8"
"Prof Yr 4","","949","3.819","70.7","18.9","5.8","0.3","0.1",".","0.1","3.6",".",".",".",".","0.3",".","0.2","."
"Professionals","","4294","3.589","39.7","20.0","13.2","1.3","0.8","0.0","0.1","21.0","0.0","3.4",".","0.1","0.2",".","0.1","0.2"
"","College Total","8730","3.496","43.2","17.0","14.1","2.2","2.8","1.0","0.5","16.0","0.0","2.3",".","0.5","0.2",".","0.1","0.1"
