"ALS","","","","","","","","","","","","","","","","","","","","",""
"FOOD SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","",""
"FOOD SCI
390","Dept. Total","505","3.223","27.5","16.6","14.3","5.9","5.7","1.0","1.0","12.3","0.4","13.3","",".","1.6","",".","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","28","",".",".",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".","."
"Sophomore","","22","2.875",".","9.1","27.3","13.6","4.5",".",".",".",".","45.5","",".",".","",".",".",".","."
"Junior","","89","3.034","22.5","25.8","21.3","10.1","9.0","3.4","2.2",".",".","5.6","",".",".","",".",".",".","."
"Senior","","253","3.262","38.3","18.6","17.8","6.7","7.5","0.8","1.2",".",".","8.3","",".",".","",".","0.8",".","."
"Undergraduates","","392","3.180","29.8","18.4","17.9","7.4","7.1","1.3","1.3",".",".","16.3","",".",".","",".","0.5",".","."
"Special","","9","3.538","22.2","22.2",".","11.1",".",".",".","11.1",".","33.3","",".",".","",".",".",".","."
"Graduate","","104","3.697","19.2","9.6","1.9",".","1.0",".",".","58.7","1.9",".","",".","7.7","",".",".",".","."
"","Dept. Total","505","3.223","27.5","16.6","14.3","5.9","5.7","1.0","1.0","12.3","0.4","13.3","",".","1.6","",".","0.4",".","."
