"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"Introduction to Business","100
001","87","3.023","18.4","8.0","41.4","21.8","9.2",".",".","1.1",".",".",".",".",".",".",".","."
"","300
001","25","3.960","92.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","26","3.635","38.5","50.0","11.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
300","30","3.733","50.0","46.7","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
004","29","3.638","41.4","44.8","13.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
005","29","3.776","55.2","44.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
006","27","3.926","85.2","14.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
007","27","3.815","66.7","29.6","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
008","26","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
009","27","3.796","66.7","29.6",".","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"","300
010","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
011","26","3.620","38.5","42.3","15.4",".",".",".",".",".",".",".",".",".",".","3.8",".","."
"","300
012","28","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
013","28","3.946","89.3","10.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
014","27","3.981","96.3","3.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
015","27","3.981","96.3","3.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
016","25","3.860","76.0","20.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
017","27","3.981","96.3","3.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
018","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
019","28","3.982","96.4","3.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
020","26","3.981","96.2","3.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Communication","Course Total","538","3.865","75.8","21.2","2.6","0.2",".",".",".",".",".",".",".",".",".","0.2",".","."
"","301
001","213","2.904","15.5","13.1","34.7","18.3","14.1","4.2",".",".",".",".",".",".",".",".",".","."
"","301
002","131","3.092","21.4","15.3","36.6","15.3","10.7","0.8",".",".",".",".",".",".",".",".",".","."
"Business Law","Course Total","344","2.975","17.7","14.0","35.5","17.2","12.8","2.9",".",".",".",".",".",".",".",".",".","."
"","302
001","39","3.500","43.6","20.5","28.2","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","302
002","19","3.132","26.3","15.8","31.6","10.5","15.8",".",".",".",".",".",".",".",".",".",".","."
"Bus Orgs&Negotiable Instrumnts","Course Total","58","3.379","37.9","19.0","29.3","8.6","5.2",".",".",".",".",".",".",".",".",".",".","."
"","303
001","121","3.434","41.3","13.2","41.3","0.8","2.5","0.8",".",".",".",".",".",".",".",".",".","."
"","303
010","96","2.905","20.8","4.2","41.7","10.4","17.7","3.1","1.0",".",".",".",".",".",".",".","1.0","."
"Business Statistics","Course Total","217","3.201","32.3","9.2","41.5","5.1","9.2","1.8","0.5",".",".",".",".",".",".",".","0.5","."
"","304
001","49","3.333","20.4","34.7","34.7","6.1","2.0",".",".",".",".",".",".",".",".","2.0",".","."
"","304
002","60","3.284","30.0","20.0","38.3","5.0",".",".","3.3","1.7",".",".",".",".",".","1.7",".","."
"Intermediate Bus Statistics","Course Total","109","3.307","25.7","26.6","36.7","5.5","0.9",".","1.8","0.9",".",".",".",".",".","1.8",".","."
"Intercultural Communctn in Bus","320
001","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","365
001","11","3.500","45.5","9.1","45.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","365
002","77","3.824","76.6","6.5","11.7","1.3",".",".",".","2.6",".",".",".",".",".",".","1.3","."
"","365
003","18","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","365
004","22","3.762","54.5","36.4","4.5",".",".",".",".",".",".",".",".",".",".",".","4.5","."
"","365
005","36","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","164","3.742","62.8","25.0","9.1","0.6",".",".",".","1.2",".",".",".",".",".",".","1.2","."
"","399
009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
112","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Rdg & Rsch-Business Rsch","Course Total","2","***","","","","","","","","","","","","","","","",""
