"L&S","","","","","","","","","","","","","","","","","","","","",""
"LANGUAGES & CULTURES OF A Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","","","",""
"LCA
Dept. Total
521","363","3.517","42.1","27.0","18.2","4.7","1.1","0.3","0.6","4.1","",".",".","",".","0.8","",".","0.8",".","0.3"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","37","3.600","37.8","45.9","16.2",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","67","3.404","35.8","32.8","20.9","6.0","3.0",".","1.5",".","",".",".","",".",".","",".",".",".","."
"Junior","81","3.385","38.3","23.5","24.7","9.9",".","1.2","1.2",".","",".",".","",".",".","",".","1.2",".","."
"Senior","126","3.557","46.0","26.2","19.0","4.0","1.6",".",".","0.8","",".",".","",".",".","",".","1.6",".","0.8"
"Undergraduates","311","3.483","40.8","29.3","20.6","5.5","1.3","0.3","0.6","0.3","",".",".","",".",".","",".","1.0",".","0.3"
"Special","2","3.500","50.0",".","50.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","50","3.862","50.0","14.0","2.0",".",".",".",".","28.0","",".",".","",".","6.0","",".",".",".","."
"Dept. Total","363","3.517","42.1","27.0","18.2","4.7","1.1","0.3","0.6","4.1","",".",".","",".","0.8","",".","0.8",".","0.3"
