"PHYSICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"990","034","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","7","",".",".",".",".",".",".",".","85.7",".",".",".","14.3",".",".",".","."
"990","036","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","040","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","058","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","062","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","063","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","068","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","073","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","075","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","077","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","080","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","087","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","093","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","096","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","097","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","098","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","099","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","100","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","109","",".",".",".",".",".",".",".","89.0",".",".",".","11.0",".",".",".","."
"PHYSICS
754","Dept. Total","3065","3.097","26.1","20.5","22.0","12.8","11.9","1.6","0.8","3.4",".","0.1",".","0.4",".",".","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","146","3.066","30.8","15.1","19.2","12.3","18.5","3.4",".",".",".","0.7",".",".",".",".",".","."
"Sophomore","","709","3.032","24.5","20.6","22.4","15.0","14.0","1.8","1.3",".",".",".",".",".",".",".",".","0.4"
"Junior","","1100","3.044","21.9","22.2","24.5","15.0","13.3","1.5","1.2","0.2",".","0.1",".",".",".",".",".","0.3"
"Senior","","682","3.088","24.8","20.5","25.4","13.5","12.6","2.1","0.3","0.3",".","0.1",".","0.1",".",".","0.1","0.1"
"Undergraduates","","2637","3.052","23.9","20.9","23.9","14.4","13.6","1.8","0.9","0.2",".","0.1",".","0.0",".",".","0.0","0.3"
"Special","","40","3.080","35.0","17.5","12.5","17.5","10.0",".","5.0","2.5",".",".",".",".",".",".",".","."
"Graduate","","389","3.674","40.9","18.0","10.3","1.3","0.5",".",".","25.7",".",".",".","3.1",".",".","0.3","."
"","Dept. Total","3066","3.097","26.2","20.5","22.0","12.8","11.9","1.6","0.8","3.4",".","0.1",".","0.4",".",".","0.1","0.2"
