"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","160
001","22","3.455","59.1","13.6","13.6","4.5","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"","160
002","17","3.750","64.7","17.6","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".","5.9"
"","160
003","20","3.550","40.0","40.0","15.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Architectural Graphics","Course Total","59","3.569","54.2","23.7","11.9","3.4","3.4",".","1.7",".",".",".",".",".",".",".",".","1.7"
"","170
001","19","3.579","36.8","47.4","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","170
002","23","3.348","26.1","43.5","17.4",".","13.0",".",".",".",".",".",".",".",".",".",".","."
"","170
003","24","3.500","54.2","12.5","16.7","12.5","4.2",".",".",".",".",".",".",".",".",".",".","."
"","170
004","17","3.088","29.4","23.5","29.4","5.9",".","5.9","5.9",".",".",".",".",".",".",".",".","."
"Civil Engineering Graphics","Course Total","83","3.392","37.3","31.3","18.1","6.0","4.8","1.2","1.2",".",".",".",".",".",".",".",".","."
"Intro Engineering Graphics","231
001","132","3.107","24.2","22.7","26.5","16.7","3.8","3.0","2.3",".",".",".",".",".",".",".",".","0.8"
"","240
001","42","2.667","11.9","11.9","23.8","21.4","23.8","4.8","2.4",".",".",".",".",".",".",".",".","."
"","240
002","47","2.638","14.9","17.0","25.5","4.3","25.5","6.4","6.4",".",".",".",".",".",".",".",".","."
"","240
003","45","2.756","22.2","11.1","28.9","2.2","24.4","6.7","4.4",".",".",".",".",".",".",".",".","."
"Dynamics","Course Total","134","2.687","16.4","13.4","26.1","9.0","24.6","6.0","4.5",".",".",".",".",".",".",".",".","."
"","291
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","291
050","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergrad Mech Engr Project","Course Total","3","***","","","","","","","","","","","","","","","",""
"","299
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
050","35","3.896","74.3","20.0","2.9",".",".",".",".",".",".",".",".",".",".",".",".","2.9"
"Independent Study","Course Total","36","3.897","75.0","19.4","2.8",".",".",".",".",".",".",".",".",".",".",".",".","2.8"
"","306
001","53","2.679","15.1","7.5","30.2","15.1","20.8","11.3",".",".",".",".",".",".",".",".",".","."
"","306
002","53","2.943","13.2","22.6","32.1","15.1","11.3","5.7",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials","Course Total","106","2.811","14.2","15.1","31.1","15.1","16.0","8.5",".",".",".",".",".",".",".",".",".","."
"","307
001","9","3.111",".","55.6","22.2","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","307
002","14","3.250","21.4","28.6","35.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","307
003","12","3.417","33.3","25.0","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","307
004","12","3.458","41.7","16.7","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","307
006","9","3.333","33.3","33.3","11.1","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","307
007","9","3.556","44.4","33.3","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","008
307","12","3.250",".","75.0","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","307
009","9","3.111","11.1","22.2","44.4","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","307
010","15","3.333","13.3","40.0","46.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
011","12","3.625","41.7","41.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
012","11","2.864",".","18.2","36.4","45.5",".",".",".",".",".",".",".",".",".",".",".","."
"","307
014","17","3.088","11.8","23.5","41.2","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials Lab","Course Total","141","3.280","20.6","34.0","29.8","12.1","3.5",".",".",".",".",".",".",".",".",".",".","."
"","313
001","47","3.170","19.1","23.4","34.0","19.1","4.3",".",".",".",".",".",".",".",".",".",".","."
"","313
002","50","3.180","8.0","40.0","36.0","12.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"Manufacturing Processes","Course Total","97","3.175","13.4","32.0","35.1","15.5","4.1",".",".",".",".",".",".",".",".",".",".","."
"","314
001","48","3.031","4.2","29.2","47.9","10.4","6.3","2.1",".",".",".",".",".",".",".",".",".","."
"","314
002","49","3.041","12.2","22.4","42.9","18.4",".","2.0","2.0",".",".",".",".",".",".",".",".","."
"Manufacturing Fundamentals","Course Total","97","3.036","8.2","25.8","45.4","14.4","3.1","2.1","1.0",".",".",".",".",".",".",".",".","."
"Geom Modeling-Engr Applcatn","001
331","90","2.794","10.0","11.1","43.3","16.7","13.3","2.2","3.3",".",".",".",".",".",".",".",".","."
