"TERM : 1102","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 2009-2010","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","",""
"The Medieval Church","312
001
3","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Old English","320
001
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Ancient & Medieval Science","322
001
4","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Figures of Medieval Eng Lit","361
001
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"MEDIEVAL
633","9
Dept. Total","3.214","22.2","11.1","55.6","11.1",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","",""
"Junior","3","2.833",".",".","66.7","33.3",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Senior","6","3.395","33.3","16.7","50.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Undergraduates","9","3.214","22.2","11.1","55.6","11.1",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
9","3.214","22.2","11.1","55.6","11.1",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"November 12, 2010","","","","","","","","","","","","","","","","Page 259 of 410"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
