"","990
123","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
133","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"PhD Thesis-Management","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"Read&Rsch-Mgmt&H Resrcs PhD","999
088","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"M H R
236","Dept. Total","1159","3.390","46.5","15.9","22.9","5.7","5.4","1.7","1.3","0.5","",".",".","",".","",".","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","38","3.721","44.7","55.3",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","83","3.102","27.7","13.3","34.9","12.0","7.2","3.6","1.2",".","",".",".","",".","",".",".",".",".","."
"Junior","","294","3.036","29.6","8.5","34.0","11.6","10.9","2.7","2.7",".","",".",".","",".","",".",".",".",".","."
"Senior","","383","3.316","38.4","18.3","29.8","4.2","5.2","2.3","1.3","0.5","",".",".","",".","",".",".",".",".","."
"Undergraduates","","798","3.209","34.3","15.9","30.5","7.5","7.3","2.5","1.8","0.3","",".",".","",".","",".",".",".",".","."
"Special","","63","3.270","28.6","31.7","20.6","9.5","7.9",".","1.6",".","",".",".","",".","",".",".",".",".","."
"Graduate","","294","3.905","82.7","12.6","3.1",".",".",".",".","1.4","",".",".","",".","",".","0.3",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","4","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1159","3.390","46.5","15.9","22.9","5.7","5.4","1.7","1.3","0.5","",".",".","",".","",".","0.1",".",".","."
