"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","112
001","17","2.000","5.9","11.8","23.5",".","23.5","17.6","17.6",".",".",".",".",".",".",".",".","."
"","002
112","18","2.694","27.8","16.7","16.7",".","22.2","5.6","11.1",".",".",".",".",".",".",".",".","."
"","112
003","23","2.239","8.7","8.7","39.1","4.3","8.7","13.0","17.4",".",".",".",".",".",".",".",".","."
"","112
004","24","2.813","41.7","4.2","20.8",".","12.5","12.5","8.3",".",".",".",".",".",".",".",".","."
"","005
112","21","2.238","4.8",".","52.4",".","14.3","19.0","9.5",".",".",".",".",".",".",".",".","."
"","112
006","21","2.905","42.9",".","19.0",".","23.8","14.3",".",".",".",".",".",".",".",".",".","."
"","112
007","25","3.120","32.0","12.0","28.0","12.0","12.0","4.0",".",".",".",".",".",".",".",".",".","."
"","112
008","19","3.211","36.8","26.3","15.8","5.3","10.5",".","5.3",".",".",".",".",".",".",".",".","."
"","112
009","19","2.105","5.3",".","42.1",".","15.8","31.6","5.3",".",".",".",".",".",".",".",".","."
"","112
010","20","2.800","30.0",".","35.0",".","25.0","5.0","5.0",".",".",".",".",".",".",".",".","."
"","112
011","24","2.333","16.7","4.2","25.0","4.2","25.0","16.7","8.3",".",".",".",".",".",".",".",".","."
"","112
012","24","2.875","29.2","4.2","33.3","4.2","20.8","4.2","4.2",".",".",".",".",".",".",".",".","."
"","112
013","24","3.021","25.0","4.2","50.0",".","16.7","4.2",".",".",".",".",".",".",".",".",".","."
"","014
112","22","2.273","13.6",".","27.3",".","40.9","9.1","9.1",".",".",".",".",".",".",".",".","."
"","112
015","22","2.909","27.3","13.6","31.8","4.5","9.1","9.1","4.5",".",".",".",".",".",".",".",".","."
"","112
016","24","2.354","25.0",".","29.2","4.2","16.7","4.2","20.8",".",".",".",".",".",".",".",".","."
"","017
112","21","2.452","19.0",".","38.1","4.8","14.3","14.3","9.5",".",".",".",".",".",".",".",".","."
"","018
112","22","2.818","27.3","9.1","31.8",".","18.2","9.1","4.5",".",".",".",".",".",".",".",".","."
"","112
019","23","2.891","26.1","4.3","34.8",".","30.4","4.3",".",".",".",".",".",".",".",".",".","."
"","112
020","19","2.474","36.8",".","21.1",".","5.3","26.3","10.5",".",".",".",".",".",".",".",".","."
"","112
021","19","2.342","15.8",".","26.3","15.8","21.1","10.5","10.5",".",".",".",".",".",".",".",".","."
"","112
022","19","2.947","47.4",".","21.1",".","21.1",".","10.5",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","470","2.638","24.9","5.3","30.4","2.8","18.5","10.4","7.7",".",".",".",".",".",".",".",".","."
"","113
003","12","2.708","25.0","16.7","8.3","25.0","8.3","8.3","8.3",".",".",".",".",".",".",".",".","."
"","113
005","15","2.367","13.3","13.3","20.0","6.7","26.7","6.7","13.3",".",".",".",".",".",".",".",".","."
"","113
006","18","2.389","16.7",".","22.2","11.1","27.8","22.2",".",".",".",".",".",".",".",".",".","."
"","113
007","22","2.432","18.2","13.6","22.7",".","13.6","27.3","4.5",".",".",".",".",".",".",".",".","."
"","113
008","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","009
113","6","1.917",".",".",".","50.0","33.3",".","16.7",".",".",".",".",".",".",".",".","."
"","113
011","9","2.778","33.3","11.1","22.2","11.1",".","11.1","11.1",".",".",".",".",".",".",".",".","."
"","113
014","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Trigonometry","Course Total","90","2.533","20.0","11.1","17.8","13.3","16.7","14.4","6.7",".",".",".",".",".",".",".",".","."
"Algebra and Trigonometry","114
001","237","2.640","17.3","7.2","29.5","7.6","24.1","11.8","1.7",".",".",".",".",".",".","0.4",".","0.4"
"","130
002","23","3.196","30.4","34.8","13.0","4.3","8.7","8.7",".",".",".",".",".",".",".",".",".","."
"","130
003","23","3.152","26.1","17.4","26.1","21.7","8.7",".",".",".",".",".",".",".",".",".",".","."
"","130
004","25","3.120","36.0","12.0","24.0","12.0","12.0",".","4.0",".",".",".",".",".",".",".",".","."
"Math for","Course Total","71","3.155","31.0","21.1","21.1","12.7","9.9","2.8","1.4",".",".",".",".",".",".",".",".","."
"","131
002","26","2.962","30.8","19.2","23.1","3.8","3.8","19.2",".",".",".",".",".",".",".",".",".","."
"","131
003","23","3.174","30.4","17.4","34.8",".","13.0","4.3",".",".",".",".",".",".",".",".",".","."
"","131
004","23","3.348","30.4","39.1","17.4","4.3","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"Math for Tchng:","Course Total","72","3.153","30.6","25.0","25.0","2.8","6.9","9.7",".",".",".",".",".",".",".",".",".","."
"","132
002","7","3.571","57.1","14.3","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","132
003","23","3.152","30.4","17.4","30.4","4.3","13.0","4.3",".",".",".",".",".",".",".",".",".","."
"","132
004","13","3.115","30.8","23.1","23.1",".","15.4","7.7",".",".",".",".",".",".",".",".",".","."
"Prob Solvng: Alg, Prob & Stats","Course Total","43","3.209","34.9","18.6","25.6","4.7","11.6","4.7",".",".",".",".",".",".",".",".",".","."
