"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
016","14","3.571","57.1","14.3","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
018","17","3.176","11.8","29.4","47.1","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
019","17","3.029","11.8","23.5","29.4","29.4","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
020","17","3.176","17.6","23.5","41.2","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
021","16","3.250","18.8","37.5","25.0","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
022","17","3.265","17.6","41.2","17.6","23.5",".",".",".",".",".",".",".",".",".",".",".","."
"","344
023","17","3.147","23.5","17.6","29.4","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
024","15","3.267","13.3","46.7","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","344
025","12","3.375","33.3","16.7","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
026","11","3.136","18.2","18.2","36.4","27.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
027","13","3.231","15.4","46.2","23.1",".","15.4",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","375","3.263","23.2","28.5","30.1","14.4","3.5","0.3",".",".",".",".",".",".",".",".",".","."
"","345
001","221","2.833","23.1","8.1","24.0","11.8","30.3","0.5","2.3",".",".",".",".",".",".",".",".","."
"","345
002","194","2.790","17.5","12.9","22.7","14.4","28.4","1.5","2.1",".",".",".",".",".",".",".",".","0.5"
"Intmed Organic Chemistry","Course Total","415","2.813","20.5","10.4","23.4","13.0","29.4","1.0","2.2",".",".",".",".",".",".",".",".","0.2"
"","346
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","346
002","17","3.176","5.9","47.1","41.2",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chem Lab","Course Total","20","3.135","10.0","40.0","35.0",".","10.0","5.0",".",".",".",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Inorganic Chemistry","511
001","33","3.091","27.3","12.1","36.4","6.1","15.2","3.0",".",".",".",".",".",".",".",".",".","."
"Chemical Instrumentation","524
001","18","3.222","38.9","16.7","27.8","5.6","5.6",".","5.6",".",".",".",".",".",".",".",".","."
"Advanced Organic Chemistry","547
001","18","3.353","44.4",".","33.3","11.1","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"Physical Chemistry","561
001","50","2.900","20.0","16.0","28.0","8.0","22.0","6.0",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","52","2.663","21.2","11.5","21.2","9.6","23.1","7.7","5.8",".",".",".",".",".",".",".",".","."
"","563
001","19","3.237","10.5","42.1","31.6","15.8",".",".",".",".",".",".",".",".",".",".",".","."
"","563
003","18","3.333","38.9","16.7","22.2","16.7","5.6",".",".",".",".",".",".",".",".",".",".","."
"","563
004","22","3.205","18.2","31.8","40.9",".","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"","563
006","13","3.192",".","46.2","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","72","3.243","18.1","33.3","34.7","9.7","2.8","1.4",".",".",".",".",".",".",".",".",".","."
"","564
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
006","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","8","3.313","62.5","12.5","12.5",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"Biophysical Chemistry","565
001","98","3.015","37.8","6.1","21.4","9.2","16.3","9.2",".",".",".",".",".",".",".",".",".","."
"","567
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","567
003","7","3.286","42.9",".","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Laboratory","Course Total","12","3.000","25.0",".","41.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".","."
"Symmtry/Bondng/Molec Shapes","608
001","21","3.452","42.9","23.8","23.8",".","9.5",".",".",".",".",".",".",".",".",".",".","."
"Instrumental Analysis","621
001","18","3.727","55.6","27.8","11.1",".",".",".",".",".",".",".",".",".",".","5.6",".","."
"Organic Analysis","622
001","7","3.643","57.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Chem Instrumentatn: NMR","636
001","25","3.460","32.0","28.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Organic Chemistry","641
001","44","3.295","15.9","34.1","43.2","6.8",".",".",".",".",".",".",".",".",".",".",".","."
"Chem & Stat Thermodynamics","661
001","24","3.565","33.3","41.7","20.8",".",".",".",".","4.2",".",".",".",".",".",".",".","."
