"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"Intermediate Composition","Course Total","140","3.421","37.1","32.1","20.0","5.7","2.1",".","2.1","0.7",".",".",".",".",".",".",".","."
"","203
001","15","3.800","66.7","26.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
002","19","3.500","47.4","15.8","31.6",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","003
203","18","3.500","33.3","38.9","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","004
203","17","3.647","35.3","58.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","69","3.601","44.9","34.8","17.4","1.4","1.4",".",".",".",".",".",".",".",".",".",".","."
"","215
001","186","3.151","28.5","21.5","25.3","15.1","4.8","1.1","3.2",".",".",".",".",".",".",".",".","0.5"
"","215
003","32","3.141","15.6","18.8","43.8","21.9",".",".",".",".",".",".",".",".",".",".",".","."
"English Lit before 1800","Course Total","218","3.150","26.6","21.1","28.0","16.1","4.1","0.9","2.8",".",".",".",".",".",".",".",".","0.5"
"English Lit 1800-Present","216
001","108","2.866","13.0","25.0","28.7","16.7","8.3","2.8","5.6",".",".",".",".",".",".",".",".","."
"American Lit 1620-Present","217
001","134","3.198","18.7","30.6","31.3","14.9","3.0","0.7","0.7",".",".",".",".",".",".",".",".","."
"Shakespearean Drama","220
001","207","2.627","7.2","9.7","36.2","15.9","21.7","5.3","2.9","0.5",".",".",".",".",".","0.5",".","."
"Bascom Course","236
002","16","3.000","50.0",".","25.0",".","6.3","12.5","6.3",".",".",".",".",".",".",".",".","."
"Women in Ethnic Amer Lit","001
248","16","3.433","31.3","18.8","43.8",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"Women in Literature","250
001","55","3.444","29.1","30.9","36.4","1.8",".",".",".","1.8",".",".",".",".",".",".",".","."
"","300
001","15","3.714","53.3","33.3",".","6.7",".",".",".","6.7",".",".",".",".",".",".",".","."
"","300
002","17","3.824","64.7","35.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","16","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
004","15","3.600","46.7","40.0","6.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","63","3.726","57.1","33.3","4.8","1.6","1.6",".",".","1.6",".",".",".",".",".",".",".","."
"","301
001","16","3.688","37.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
301","15","3.400","33.3","53.3","6.7",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","301
003","14","3.714","50.0","42.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
004","14","3.643","35.7","57.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Fiction Wrkshp","Course Total","59","3.610","39.0","54.2","5.1",".",".",".","1.7",".",".",".",".",".",".",".",".","."
"Intermediate Poetry Workshp","001
302","13","3.769","69.2","23.1",".","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Fiction Workshop","303
001","12","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Poetry Workshop","305
001","12","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
001","14","3.893","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
002","14","3.714","50.0","42.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Workshop","Course Total","28","3.804","67.9","25.0","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Writing Internship","318
001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Beowulf","322
001","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","324
001","30","3.103","3.3","36.7","40.0","10.0","6.7",".",".",".",".",".",".",".",".","3.3",".","."
"","324
002","35","2.914","25.7","25.7","8.6","14.3","17.1","2.9","5.7",".",".",".",".",".",".",".",".","."
"Structure of English","Course Total","65","3.000","15.4","30.8","23.1","12.3","12.3","1.5","3.1",".",".",".",".",".",".","1.5",".","."
"English Grammar in Use","325
001","32","3.859","87.5","9.4",".",".",".","3.1",".",".",".",".",".",".",".",".",".","."
"ESL:Acad Presentatns & Disc","326
001","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Prof&Acad Writng Skills","327
001","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328
002","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328
003","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328
004","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328
005","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 202 of 392",""
