"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"Elem/Intmed Euphonium","223","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Tuba","225","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Percussion","227","033","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","231","009","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","231","025","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Violin","","Course Total","11","3.769","81.8",".","9.1",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intermediate Viola","233","004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","235","026","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","235","071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Cello","","Course Total","6","3.688","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed String Bass","237","066","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Harp","239","021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Guitar","240","011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Accompanying","242","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Composition","248","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Keyboard Sight-Reading","251","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Percussion","27","001","9","3.500","22.2","55.6","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Techniques: Organ","303","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Oboe","309","059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","331","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","331","222","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Violin","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Advanced Techniques: Harp","339","021","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","342","001","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","342","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Piano Accompanying Lab","","Course Total","11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Composition","348","027","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Low Strings","36","001","10","3.750","70.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401","003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","008","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","029","7","3.895","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401","047","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Piano","","Course Total","21","3.857","76.2","19.0","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Organ","403","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","045","6","3.929","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","405","061","8","3.529","12.5","75.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","405","062","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Voice","","Course Total","23","3.789","56.5","34.8","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Flute","407","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Oboe","409","059","3","***","","","","","","","","","",".",".",".",".",".",".","."
