"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"BIOLOGY CORE CURRICULUM","Section","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cellular Biology","303
001","123","3.533","56.1","12.2","23.6",".","7.3","0.8",".","",".","",".","",".",".","",".","",".","",".",".","."
"","304
001","22","3.568","36.4","45.5","13.6","4.5",".",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"","304
002","23","3.348","21.7","30.4","43.5","4.3",".",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"","003
304","24","3.479","33.3","29.2","37.5",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"","304
004","19","3.526","31.6","42.1","26.3",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"","005
304","21","3.690","42.9","52.4","4.8",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"Cellular Biology Laboratory","Course Total","109","3.518","33.0","39.4","25.7","1.8",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Biological Interactions","333
001","89","3.489","48.3","16.9","27.0",".","7.9",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"BIOCORE
206","Dept. Total","321","3.515","46.1","22.7","25.2","0.6","5.0","0.3","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","46","3.284","30.4","26.1","32.6","2.2","6.5","2.2","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","182","3.528","44.5","24.7","25.8","0.5","4.4",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","92","3.589","56.5","17.4","20.7",".","5.4",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","320","3.514","45.9","22.8","25.3","0.6","5.0","0.3","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","1","4.000","100.0",".",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","321","3.515","46.1","22.7","25.2","0.6","5.0","0.3","",".","",".","",".",".","",".","",".","",".",".",".","."
