"","990
003","4","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
004","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
005","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
008","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"Individual Research","Course Total","10","",".",".",".",".",".",".",".","60.0",".",".",".","40.0","",".",".",".","."
"ITALIAN
508","Dept. Total","671","3.340","38.2","21.8","21.0","7.3","4.0","1.5","1.5","3.7",".",".",".","0.6","",".","0.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","124","3.378","34.7","25.8","29.0","5.6","2.4",".","1.6","0.8",".",".",".",".","",".",".",".","."
"Sophomore","","179","3.309","35.8","22.9","24.6","11.2","2.2","0.6","2.2",".",".",".",".",".","",".",".","0.6","."
"Junior","","161","3.334","38.5","21.7","24.2","7.5","4.3","2.5","0.6","0.6",".",".",".",".","",".",".",".","."
"Senior","","140","3.217","35.0","22.9","13.6","6.4","9.3","3.6","1.4","6.4",".",".",".",".","",".","0.7",".","0.7"
"Undergraduates","","604","3.311","36.1","23.2","22.8","7.9","4.5","1.7","1.5","1.8",".",".",".",".","",".","0.2","0.2","0.2"
"Special","","12","3.302","50.0","16.7","8.3","8.3",".",".","8.3","8.3",".",".",".",".","",".",".",".","."
"Graduate","","54","3.892","57.4","7.4","3.7",".",".",".",".","24.1",".",".",".","7.4","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"","Dept. Total","671","3.340","38.2","21.8","21.0","7.3","4.0","1.5","1.5","3.7",".",".",".","0.6","",".","0.1","0.1","0.1"
