"MUSIC","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","",""
"461
Collegium Musicum","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"468
Language Diction-Singing","001","","9","3.333","22.2","33.3","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"469
Interdis Studies in the Arts","001","","22","2.864","4.5","9.1","68.2","9.1","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"497","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"497","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"497","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"497","006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"497","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"497","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics in Music","Course Total","","13","3.800","76.9","7.7","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"499","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"499","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"499","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"499","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"499","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"499","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","15","3.977","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"509
Smr:Afro-Am Music Hist&Crit","001","","8","3.429","50.0","25.0",".",".",".","12.5",".","12.5",".",".",".",".",".",".",".","."
"511
Historicl Performance Pract","001","","17","3.813","70.6","11.8","11.8",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"513
Survey of Opera","001","","17","3.406","47.1","11.8","17.6","5.9","11.8",".",".","5.9",".",".",".",".",".",".",".","."
"530
Jazz Improvisation","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"535
Amer Folk&Vernacular Music","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"54","001","","69","3.855","85.5",".","14.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"54","002","","35","3.971","97.1",".","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"54","003","","49","4.000","98.0",".",".",".",".",".",".",".",".",".",".",".",".","2.0",".","."
"54","004","","33","3.970","97.0",".","3.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"54","005","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"54","006","","45","3.822","95.6",".",".",".",".",".","4.4",".",".",".",".",".",".",".",".","."
"Choirs","Course Total","","240","3.916","93.8",".","5.0",".",".",".","0.8",".",".",".",".",".",".","0.4",".","."
"542
Choral Lit &Perf Prac-Today","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"543","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"543","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced String Pedagogy","Course Total","","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"545
Practcm-Adv String Pedagogy","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"546
String Literature","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"548
Piano Pedagogy II","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"553
Advanced Conducting","002","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"557
Opera Workshop","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"558
Madrigal Singers","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
