"L&S","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (L & S)","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","",""
"Alcohol: Behav, Culture & Sci","111
001","69","3.159","20.3","26.1","33.3","8.7","10.1","1.4",".",".","",".","",".",".",".","",".",".",".","."
"Ways of Knowing Biology","151
001","38","",".",".",".",".",".",".",".",".","",".","","97.4","2.6",".","",".",".",".","."
"Intro Les, Gay, Bi, Trnsgen St","200
001","18","2.969","22.2","22.2","22.2","5.6","5.6","5.6","5.6",".","",".","",".",".",".","","5.6","5.6",".","."
"Undergrad Research Experience","250
001","61","3.814","78.7","13.1","6.6",".","1.6",".",".",".","",".","",".",".",".","",".",".",".","."
"European Studies Seminar","594
001","26","3.840","80.8","7.7","3.8",".","3.8",".",".",".","",".","",".",".",".","","3.8",".",".","."
"INTER-LS
502","Dept. Total","212","3.450","41.0","15.1","15.1","3.3","4.7","0.9","0.5","",".","",".","17.5","0.5","",".","0.9","0.5",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","98","3.279","27.6","19.4","23.5","6.1","6.1","1.0",".","",".","",".","15.3","1.0","",".",".",".",".","."
"Sophomore","","70","3.569","42.9","12.9","8.6","1.4","2.9","1.4",".","",".","",".","30.0",".","",".",".",".",".","."
"Junior","","24","3.508","62.5","8.3","12.5",".","4.2",".","4.2","",".","",".","4.2",".","",".","4.2",".",".","."
"Senior","","11","3.773","81.8","9.1",".",".","9.1",".",".","",".","",".",".",".","",".",".",".",".","."
"Undergraduates","","203","3.428","39.9","15.3","15.8","3.4","4.9","1.0","0.5","",".","",".","18.2","0.5","",".","0.5",".",".","."
"Special","","2","4.000","50.0",".",".",".",".",".",".","",".","",".",".",".","",".",".","50.0",".","."
"Graduate","","7","3.917","71.4","14.3",".",".",".",".",".","",".","",".",".",".","",".","14.3",".",".","."
"","Dept. Total","212","3.450","41.0","15.1","15.1","3.3","4.7","0.9","0.5","",".","",".","17.5","0.5","",".","0.9","0.5",".","."
