"Research or Thesis","Course Total","31","",".",".",".",".",".","",".",".","80.6",".",".",".","19.4",".",".",".","."
"","999
022","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
066","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","2","***","","","","","","","","","","","","","","","","",""
"ED POL
310","Dept. Total","379","3.551","39.8","28.8","15.3","2.1","1.8","",".","0.8","8.4",".",".",".","1.6","1.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","7","3.286","28.6","14.3","42.9","14.3",".","",".",".",".",".",".",".",".",".",".",".","."
"Junior","","101","3.355","22.8","43.6","23.8","3.0","5.0","",".","1.0",".",".",".",".",".","1.0",".",".","."
"Senior","","121","3.474","39.7","28.9","20.7","3.3","1.7","",".","1.7","4.1",".",".",".",".",".",".",".","."
"Undergraduates","","229","3.414","31.9","34.9","22.7","3.5","3.1","",".","1.3","2.2",".",".",".",".","0.4",".",".","."
"Special","","13","3.792","53.8","38.5",".",".",".","",".",".",".",".",".",".","7.7",".",".",".","."
"Graduate","","137","3.822","51.8","17.5","4.4",".",".","",".",".","19.7",".",".",".","3.6","2.9",".",".","."
"","Dept. Total","379","3.551","39.8","28.8","15.3","2.1","1.8","",".","0.8","8.4",".",".",".","1.6","1.3",".",".","."
