"","996
015","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
041","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Plant Physiology","Course Total","10","",".",".",".",".",".",".",".","90.0",".",".",".","10.0",".",".",".","."
"BOTANY
208","Dept. Total","844","3.164","36.6","12.7","23.7","6.0","12.3","2.3","0.7","4.6",".",".",".","0.4","0.2","0.4","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","",""
"Freshmen","","70","2.938","27.1","12.9","28.6","7.1","17.1","5.7","1.4",".",".",".",".",".",".",".",".","."
"Sophomore","","200","3.079","34.5","12.0","25.0","8.0","16.5","3.0","0.5",".",".",".",".",".",".","0.5",".","."
"Junior","","210","3.100","30.0","15.7","29.5","7.1","15.2","2.4",".",".",".",".",".",".",".",".",".","."
"Senior","","245","3.213","38.0","13.9","26.1","6.1","10.6","1.6","1.6",".",".",".",".","0.4","0.8","0.4","0.4","."
"Undergraduates","","725","3.113","33.7","13.8","27.0","7.0","14.2","2.6","0.8",".",".",".",".","0.1","0.3","0.3","0.1","."
"Special","","11","3.957","72.7","9.1",".",".",".",".",".","9.1",".",".",".",".",".","9.1",".","."
"Graduate","","110","3.851","51.8","5.5","3.6",".","0.9",".",".","36.4",".",".",".","1.8",".",".",".","."
"","Dept. Total","846","3.164","36.5","12.6","23.6","6.0","12.3","2.2","0.7","4.8",".",".",".","0.4","0.2","0.4","0.1","."
