"","990
055","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
058","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
064","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","54","",".",".",".",".",".",".",".","77.8","1.9",".",".","20.4",".",".",".","."
"ZOOLOGY
970","Dept. Total","3714","2.996","29.5","14.0","26.0","7.7","15.2","4.1","1.3","1.5","0.0",".",".","0.3","0.2","0.0","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"Freshmen","","679","2.924","23.9","19.0","26.8","9.9","14.4","4.7","1.2",".",".",".",".",".",".",".","0.1","."
"Sophomore","","994","2.929","25.6","15.2","29.2","7.2","16.3","4.5","1.5","0.1",".",".",".",".","0.2","0.1",".","0.1"
"Junior","","852","3.013","28.1","12.8","28.1","8.9","15.5","5.3","0.6","0.5",".",".",".",".","0.2",".",".","0.1"
"Senior","","1012","3.042","35.0","11.8","24.1","6.7","16.7","3.1","2.0","0.3",".",".",".","0.1","0.2",".","0.1","."
"Undergraduates","","3537","2.980","28.5","14.4","27.0","8.0","15.9","4.3","1.4","0.2",".",".",".","0.0","0.2","0.0","0.1","0.1"
"Special","","34","3.331","41.2","20.6","17.6","5.9","2.9",".","2.9","5.9",".",".",".",".",".",".","2.9","."
"Graduate","","143","3.852","49.7","4.2","3.5","0.7","0.7",".",".","32.9","0.7",".",".","7.7",".",".",".","."
"","Dept. Total","3714","2.996","29.5","14.0","26.0","7.7","15.2","4.1","1.3","1.5","0.0",".",".","0.3","0.2","0.0","0.1","0.1"
