"ELECTRICAL AND COMPUTER E Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","17","3.912","88.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
001","12","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
002","14","3.750","57.1","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
003","15","3.767","60.0","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
004","14","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
170","14","3.750","64.3","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
170","15","3.933","93.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
007","11","3.682","54.5","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
170","12","3.667","58.3","16.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introductory Laboratory","Course Total","107","3.757","62.6","26.2","11.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electrodynamics I","220
001","111","2.505","9.0","13.5","22.5","18.9","24.3","3.6","8.1",".",".",".",".",".",".",".",".","."
"Circuit Analysis","230
001","130","2.827","25.4","6.9","23.1","12.3","26.9","3.1","2.3",".",".",".",".",".",".",".",".","."
"","270
001","15","3.633","40.0","46.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
002","14","3.750","57.1","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
004","11","3.773","63.6","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
005","14","3.679","50.0","35.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
006","13","3.654","84.6","7.7",".",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"","270
007","15","3.700","46.7","46.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
008","14","3.643","50.0","28.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Circuits Laboratory I","Course Total","96","3.688","55.2","33.3","10.4",".",".",".","1.0",".",".",".",".",".",".",".",".","."
"","271
001","16","3.844","68.8","31.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
002","15","3.867","80.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
271","14","3.714","64.3","14.3","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
004","6","3.500","50.0","16.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","271
005","12","3.708","50.0","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
006","9","3.611","55.6","11.1","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Circuits Laboratory II","Course Total","72","3.743","63.9","22.2","12.5","1.4",".",".",".",".",".",".",".",".",".",".",".","."
"Trans Lines & Netwks Lab","301
001","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electric Machines Lab","304
001","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Semiconductr Properties Lab","305
001","7","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nonlinear Elec Circuits Lab","308
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","313
001","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
002","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
003","9","3.722","44.4","55.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Optoelectronics Lab","Course Total","26","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
002","16","3.906","81.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
004","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
007","17","3.882","76.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
008","9","3.813","66.7","11.1","11.1",".",".",".",".",".",".",".",".",".",".","11.1",".","."
"Intro Microprocessor Lab","Course Total","52","3.863","75.0","19.2","3.8",".",".",".",".",".",".",".",".",".",".","1.9",".","."
"Sensors Laboratory","317
001","14","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electrodynamics II","320
001","61","2.598","9.8","14.8","18.0","29.5","18.0","4.9","4.9",".",".",".",".",".",".",".",".","."
"Transmission Lines-Digitl Appl","321
002","53","3.840","81.1","9.4","7.5",".","1.9",".",".",".",".",".",".",".",".",".",".","."
"Signals and Systems","330
001","111","2.649","10.8","12.6","21.6","34.2","10.8","5.4","4.5",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 115 of 392",""
