"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"776
Advanced Bioinformatics","001","","18","3.794","61.1","27.8","5.6",".",".",".",".",".",".",".",".",".",".","5.6",".","."
"784
Data Models and Languages","001","","22","3.727","72.7","18.2","4.5",".",".","4.5",".",".",".",".",".",".",".",".",".","."
"790","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Thesis","Course Total","","7","",".",".",".",".",".",".",".","85.7",".",".",".","14.3",".",".",".","."
"799","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","013","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","019","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","066","","9","",".",".",".",".",".",".",".","88.9","11.1",".",".",".",".",".",".","."
"799","067","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","082","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","085","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","097","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research","Course Total","","59","",".",".",".",".",".",".",".","98.3","1.7",".",".",".",".",".",".","."
"810
Models&Formalisms-Computatn","001","","11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"812
Arithmetic Algorithms","001","","25","3.620","52.0","24.0","20.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"837
Topics-Numerical Analysis","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"838
Topics in Computing","001","","19","3.868","73.7","26.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"880
Topics in Theortcl Comp Sci","001","","13","3.333","23.1","15.4","23.1",".","7.7",".",".","7.7",".",".",".",".","7.7",".","15.4","."
"899","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","005","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"899","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 191 of 392",""
