"EGR","","","","","","","","","","","","","","","","","","","","",""
"","CIVIL AND ENVIRONMENTAL EN Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Engr Spatial Measurements","251","001","","54","3.222","25.9","25.9","27.8","14.8","3.7",".","1.9",".",".",".",".",".",".",".",".","."
"Intro-Aerial Photo Systems","301","001","","33","3.288","36.4","18.2","24.2","9.1","12.1",".",".",".",".",".",".",".",".",".",".","."
"Elec-op&Micro Remote Sensng","302","001","","11","2.727",".","18.2","36.4","18.2","27.3",".",".",".",".",".",".",".",".",".",".","."
"Remote Sensng Digtl Image","303","001","","9","3.000","22.2","22.2","22.2",".","33.3",".",".",".",".",".",".",".",".",".",".","."
"Remote Sensng Vis Image&GIS","304","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Fluid Mechanics","310","001","","55","2.736","7.3","12.7","34.5","25.5","14.5","3.6","1.8",".",".",".",".",".",".",".",".","."
"Hydroscience","311","001","","40","3.300","35.0","17.5","25.0","17.5","5.0",".",".",".",".",".",".",".",".",".",".","."
"Environmental Engineering","320","001","","47","2.840","21.3","4.3","31.9","10.6","29.8","2.1",".",".",".",".",".",".",".",".",".","."
"Environmentl Engr Processes","322","001","","21","3.690","52.4","33.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Soil Mechanics","330","001","","34","2.750","11.8","8.8","35.3","17.6","20.6","5.9",".",".",".",".",".",".",".",".",".","."
"Structural Analysis I","340","001","","39","3.346","25.6","30.8","33.3","7.7","2.6",".",".",".",".",".",".",".",".",".",".","."
"Intro to Geographc Info Sys","357","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Transportation Engineering","370","001","","45","3.170","8.9","33.3","40.0","13.3","2.2",".",".","2.2",".",".",".",".",".",".",".","."
"Matrl-Constructd Facilities","395","001","","71","3.401","31.0","29.6","31.0","5.6","2.8",".",".",".",".",".",".",".",".",".",".","."
"Geom Anal-Vert Aerial Photo","403","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Digital Photogrammetry","405","001","","13","4.000","92.3",".",".",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"Hydrologic Design","414","001","","7","3.143","42.9","14.3",".","14.3","28.6",".",".",".",".",".",".",".",".",".",".","."
"Air Pollutn Measurmnt&Cntrl","423","001","","18","3.583","44.4","27.8","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Water Treatmnt Plant Design","428","001","","19","3.605","47.4","26.3","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"CEE Auto Lab & Fld Measrmnt","431","001","","9","3.583","33.3","11.1","22.2",".",".",".",".","22.2",".",".",".",".","11.1",".",".","."
"Wood Structures I","442","001","","40","3.100","17.5","25.0","32.5","10.0","15.0",".",".",".",".",".",".",".",".",".",".","."
"Concrete Structures I","447","001","","35","3.257","42.9",".","40.0",".","17.1",".",".",".",".",".",".",".",".",".",".","."
"Project Estimatng&Schedulng","492","001","","34","3.868","76.5","20.6","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Civ&Envr Engr Decisn Making","494","001","","17","3.412","35.3","23.5","29.4","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"Elec Systems for Construction","496","001","","11","3.818","81.8",".","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","498","001","","27","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","498","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","498","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Constructn Project Managmnt","","Course Total","","30","3.845","66.7","30.0",".",".",".",".",".",".",".",".",".",".","3.3",".",".","."
"Environmental Organic Chem","502","001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hazardous Waste Management","522","001","","16","3.500","37.5","25.0","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seepage and Slopes","530","001","","12","3.583","50.0","16.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Steel Structures II","545","001","","13","3.077","23.1",".","61.5",".","15.4",".",".",".",".",".",".",".",".",".",".","."
"Remote Sensing Digitl Image","556","001","","15","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Envr Inpact-Transprtatn Sys","570","001","","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Traffic Control","574","001","","14","3.500","35.7","35.7","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Capstone Design","578","001","","18","3.222","11.1","38.9","38.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Transportation Engr","579","001","","30","3.900","86.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pln/Dsgn/Cnstrctn Integratn","595","001","","20","3.700","60.0","25.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
