"","991
004","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","991
009","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","991
010","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Linguistc&Germanic Philolgy","Course Total","4","***","","","","","","","","","","","","","","","","",""
"GERMAN
424","Dept. Total","795","3.485","46.9","20.1","16.5","2.6","4.2","0.8","1.0","5.7","0.1","0.1","",".","0.5","0.6","0.1","0.6","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","105","3.327","38.1","22.9","25.7","3.8","7.6",".","1.9",".",".",".","",".",".",".",".",".","."
"Sophomore","","194","3.404","41.8","25.8","22.7","2.1","5.2","2.1","0.5",".",".",".","",".",".",".",".",".","."
"Junior","","158","3.431","43.0","25.3","18.4","3.8","3.8","0.6","1.9","0.6",".",".","",".",".","0.6",".","1.9","."
"Senior","","185","3.574","53.5","19.5","14.6","2.7","3.2","0.5","0.5","3.8","0.5",".","",".",".",".",".","1.1","."
"Undergraduates","","642","3.443","44.9","23.4","19.8","3.0","4.7","0.9","1.1","1.2","0.2",".","",".",".","0.2",".","0.8","."
"Special","","23","3.475","47.8","13.0","8.7","4.3","8.7",".",".","17.4",".",".","",".",".",".",".",".","."
"Graduate","","130","3.845","56.9","5.4","1.5","0.8","0.8",".","0.8","25.4",".","0.8","",".","3.1","3.1","0.8",".","0.8"
"","Dept. Total","795","3.485","46.9","20.1","16.5","2.6","4.2","0.8","1.0","5.7","0.1","0.1","",".","0.5","0.6","0.1","0.6","0.1"
