"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"FOREST AND WILDLIFE ECOLO","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","",""
"100
Introduction to Forestry","001","127","3.782","81.9","7.1","1.6","4.7","3.1",".","0.8",".",".",".",".",".",".","0.8",".","."
"300
Forest Biometry","001","19","3.684","57.9","26.3","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"301
Intro-Aerial Photo Systems","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"302
Elec-op&Micro Remote Sensng","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"303
Remote Sensng Digtl Image","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"304
Remote Sensng Vis Image&GIS","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"305
Forest Operations","001","7","2.929","14.3","28.6","28.6","14.3",".","14.3",".",".",".",".",".",".",".",".",".","."
"312
Wood Identification","002","20","3.278","30.0","15.0","30.0","5.0","10.0",".",".","10.0",".",".",".",".",".",".",".","."
"314
Wood, Industrial Use,&Society","001","13","3.500","30.8","30.8","30.8",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"399
Coord Intrnshp/Cooprtv Educ","018","2","***","","","","","","","","","",".",".",".",".",".",".","."
"402","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"402","002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Dendrology","Course Total","5","***","","","","","","","","","","","","","","","",""
"403
Geom Anal-Vert Aerial Photo","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"410
Principles of Silviculture","001","33","2.904","9.1","21.2","27.3","15.2","18.2","3.0",".","3.0",".",".",".",".",".","3.0",".","."
"430
Agroforestry","001","21","3.024","14.3","14.3","42.9","19.0","9.5",".",".",".",".",".",".",".",".",".",".","."
"460
General Ecology","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"515
Renewable Resources Policy","001","22","3.182","13.6","18.2","59.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"530
Topics&Iss: Rec Rsource Mgt","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"560
Regional Hydrology","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"572
Stat Meth for Bioscience II","001","9","3.556","44.4","22.2","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"612
Cellulose Chemistry","001","9","3.667","66.7","22.2",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"617
Biobased Composites","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"652
Decisn Meth-Nat Resrc Mangr","001","13","3.337","30.8","30.8","30.8",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"657
Natl Forest Mgmt Practicum","001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","18","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","2","***","","","","","","","","","","","","","","","",""
"790","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","6","3.833","50.0","33.3",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"879
Advanced Landscape Ecology","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"901
Colloq-Forestry&Forest Prod","002","13","3.875","46.2","15.4",".",".",".",".",".","38.5",".",".",".",".",".",".",".","."
"990","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","4","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 23 of 392"
